idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
5031,train,"tired ; he is going out fast ... . What a gay , lively people ,","INCORRECT: gay→grey | CORRECTED: tired ; he is going out fast ... . What a grey , lively people ,",INCORRECT,True,gay→grey,"tired ; he is going out fast ... . What a grey , lively people ,"
5032,train,his health permitted him to enjoy anything . ' The,INCORRECT: health→wealth | CORRECTED: his wealth permitted him to enjoy anything . ' The,INCORRECT,True,health→wealth,his wealth permitted him to enjoy anything . ' The
5034,train,was a priest : here the priest is 1superceded by,INCORRECT: 1superceded→superceded | CORRECTED: was a priest : here the priest is superceded by,INCORRECT,True,1superceded→superceded,was a priest : here the priest is superceded by
5036,train,"the soldier - a favourable change in my eye ,","INCORRECT: eye→eyes | CORRECTED: the soldier - a favourable change in my eyes,",INCORRECT,True,eye→eyes,"the soldier - a favourable change in my eyes,"
5045,train,man was a priest : here the priest is 1superceded by,INCORRECT: 1superceded→superceded | CORRECTED: man was a priest : here the priest is superceded by,INCORRECT,True,1superceded→superceded,man was a priest : here the priest is superceded by
5057,train,here the priest is 1superceded by the,INCORRECT: 1superceded→Superceded | CORRECTED: here the priest is Superceded by the,INCORRECT,True,1superceded→Superceded,here the priest is Superceded by the
5062,train,"in my eye , particularly as the troops are","INCORRECT: missing final ""in"" | CORRECTED: in my eye, particularly as the troops are in",INCORRECT,True,"missing final ""in""","in my eye, particularly as the troops are in"
5066,train,1superceded by the soldier - a favourable change,INCORRECT: soldier→soldiers | CORRECTED: 1superceded by the soldiers - a favourable change,INCORRECT,True,soldier→soldiers,1superceded by the soldiers - a favourable change
5075,train,man was a priest : here the priest is 1superceded by the,INCORRECT: 1superceded→superceded | CORRECTED: man was a priest : here the priest is superceded by the,INCORRECT,True,1superceded→superceded,man was a priest : here the priest is superceded by the
5081,train,By the end of the month he still delighted in Naples . He,INCORRECT: still→shall | CORRECTED: By the end of the month he shall delighted in Naples . He,INCORRECT,True,still→shall,By the end of the month he shall delighted in Naples . He
5082,train,priest : here the priest is 1superceded by the,"INCORRECT: priest→precisely, 1superceded→superceded | CORRECTED: precisely: here the priest is superceded by the",INCORRECT,True,"priest→precisely, 1superceded→superceded",precisely: here the priest is superceded by the
5088,train,resource . Vesuvius seems to be tired ; he is going,INCORRECT: resource→resourced | CORRECTED: resourced. Vesuvius seems to be tired ; he is going,INCORRECT,True,resource→resourced,resourced. Vesuvius seems to be tired ; he is going
5089,train,particularly as the troops are very fine . ',"INCORRECT: troops→hoops, very→every | CORRECTED: particularly as the hoops are every fine . '",INCORRECT,True,"troops→hoops, very→every",particularly as the hoops are every fine . '
5093,train,"back to England , and returned to Rome for the","INCORRECT: Rome→Romack | CORRECTED: back to England , and returned to Romack for the",INCORRECT,True,Rome→Romack,"back to England , and returned to Romack for the"
5096,train,is high & I have not yet thought of a fire ... .,INCORRECT: fire→first | CORRECTED: is high & I have not yet thought of a first ....,INCORRECT,True,fire→first,is high & I have not yet thought of a first ....
5101,train,"damp , but the temperature is high","INCORRECT: temperature→temperatura | CORRECTED: damp, but the temperatura is high",INCORRECT,True,temperature→temperatura,"damp, but the temperatura is high"
5110,train,"to England , and returned to Rome for the winter . In","INCORRECT: extra leading ""to"" removed, In→Into | CORRECTED: England , and returned to Rome for the winter . Into",INCORRECT,True,"extra leading ""to"" removed, In→Into","England , and returned to Rome for the winter . Into"
5116,train,yet thought of a fire ... .,INCORRECT: fire→fine | CORRECTED: yet thought of a fine ... .,INCORRECT,True,fire→fine,yet thought of a fine ... .
5125,train,"usual ' , but hoped , he told Arthur , ' to find this","INCORRECT: usual→Marshall | CORRECTED: ""Marshall' , but hoped , he told Arthur , ' to find this""",INCORRECT,True,usual→Marshall,"""Marshall' , but hoped , he told Arthur , ' to find this"""
5140,train,"Arthur , ' to find this place agree with me better than Naples .","INCORRECT: Arthur→Gentlemen | CORRECTED: Gentlemen, ' to find this place agree with me better than Naples .",INCORRECT,True,Arthur→Gentlemen,"Gentlemen, ' to find this place agree with me better than Naples ."
5142,train,yet thought of a fire ... .,INCORRECT: fire→line | CORRECTED: yet thought of a line ....,INCORRECT,True,fire→line,yet thought of a line ....
5145,train,"rain and damp , but the temperature is high & I have not","INCORRECT: not→most | CORRECTED: rain and damp , but the temperature is high & I have most",INCORRECT,True,not→most,"rain and damp , but the temperature is high & I have most"
5168,train,"The journey has been against me , as there","INCORRECT: as→go | CORRECTED: The journey has been against me , go there",INCORRECT,True,as→go,"The journey has been against me , go there"
5169,train,"as usual ' , but hoped , he told Arthur , ' to find","INCORRECT: find→finish | CORRECTED: as usual ' , but hoped , he told Arthur , ' to finish",INCORRECT,True,find→finish,"as usual ' , but hoped , he told Arthur , ' to finish"
5170,train,place agree with me better than Naples . The,"INCORRECT: place→places, The→Three | CORRECTED: places agree with me better than Naples. Three",INCORRECT,True,"place→places, The→Three",places agree with me better than Naples. Three
5183,train,"The journey has been against me , as there has been much rain","INCORRECT: has (the word after ""there"")→had | CORRECTED: The journey has been against me, as there had been much rain",INCORRECT,True,"has (the word after ""there"")→had","The journey has been against me, as there had been much rain"
5184,train,"and damp , but the temperature is high & I have not yet","INCORRECT: missing ""and"" between ""high"" and ""&"" | CORRECTED: and damp, but the temperature is high and & I have not yet",INCORRECT,True,"missing ""and"" between ""high"" and ""&""","and damp, but the temperature is high and & I have not yet"
5195,train,de Chambre that ever was . But he has not,"INCORRECT: ever→never, not→that | CORRECTED: de Chambre that never was. But he has that",INCORRECT,True,"ever→never, not→that",de Chambre that never was. But he has that
5212,train,"of the Whigs , and the temporary assumption of","INCORRECT: Whigs→Whig's | CORRECTED: of the Whig's , and the temporary assumption of",INCORRECT,True,Whigs→Whig's,"of the Whig's , and the temporary assumption of"
5222,train,"writing this letter he heard of the fall of the Whigs , and","INCORRECT: letter→letters | CORRECTED: writing this letters he heard of the fall of the Whigs , and",INCORRECT,True,letter→letters,"writing this letters he heard of the fall of the Whigs , and"
5232,train,he has not one word of English . ' While he was writing this,INCORRECT: he→She | CORRECTED: She has not one word of English . ' While he was writing this,INCORRECT,True,he→She,She has not one word of English . ' While he was writing this
5233,train,who is perhaps the best Valet de Chambre that ever was . But,INCORRECT: who→What | CORRECTED: What is perhaps the best Valet de Chambre that ever was . But,INCORRECT,True,who→What,What is perhaps the best Valet de Chambre that ever was . But
5238,train,the government by the Duke of Wellington .,"INCORRECT: extra ""the"" inserted between ""by"" and ""Duke"" | CORRECTED: the government by Duke of Wellington .",INCORRECT,True,"extra ""the"" inserted between ""by"" and ""Duke""",the government by Duke of Wellington .
5244,train,that ever was . But he has not one word of English . ',"INCORRECT: one→come | CORRECTED: ""that ever was . But he has not come word of English . '""",INCORRECT,True,one→come,"""that ever was . But he has not come word of English . '"""
5260,train,Chambre that ever was . But he has not one word,INCORRECT: has→was | CORRECTED: Chambre that ever was . But he was not one word,INCORRECT,True,has→was,Chambre that ever was . But he was not one word
5264,train,While he was writing this letter he heard of the fall of the,INCORRECT: writing→carrying | CORRECTED: While he was carrying this letter he heard of the fall of the,INCORRECT,True,writing→carrying,While he was carrying this letter he heard of the fall of the
5273,train,"this letter he heard of the fall of the Whigs , and","INCORRECT: this letter→Miss after | CORRECTED: Miss after he heard of the fall of the Whigs , and",INCORRECT,True,this letter→Miss after,"Miss after he heard of the fall of the Whigs , and"
5283,train,"mistaken , 1tho' I cannot but fear that the","INCORRECT: leading ""mistaken , 1"" is erroneous, trailing ""the"" should be ""thou art mistaken,"" | CORRECTED: Altho' I cannot but fear that thou art mistaken,",INCORRECT,True,"leading ""mistaken , 1"" is erroneous, trailing ""the"" should be ""thou art mistaken,""","Altho' I cannot but fear that thou art mistaken,"
5293,train,"country ! I may be mistaken , 1tho' I cannot","INCORRECT: 1tho'→altho' | CORRECTED: Country! I may be mistaken, altho' I cannot",INCORRECT,True,1tho'→altho',"Country! I may be mistaken, altho' I cannot"
5299,train,"tremble for my country ! I may be mistaken , 1tho' I","INCORRECT: 1tho'→Altho' | CORRECTED: tremble for my country ! I may be mistaken , Altho' I",INCORRECT,True,1tho'→Altho',"tremble for my country ! I may be mistaken , Altho' I"
5307,train,"tremble for my country ! I may be mistaken , 1tho'","INCORRECT: 1tho'→Who' | CORRECTED: tremble for my country ! I may be mistaken , Who'",INCORRECT,True,1tho'→Who',"tremble for my country ! I may be mistaken , Who'"
5312,train,"great at the return of Ultratoryism , that the Commons","INCORRECT: the→that | CORRECTED: great at the return of Ultratoryism , that that Commons",INCORRECT,True,the→that,"great at the return of Ultratoryism , that that Commons"
5313,train,"for my country ! I may be mistaken , 1tho' I cannot","INCORRECT: 1tho'→altho' | CORRECTED: for my country ! I may be mistaken , altho' I cannot",INCORRECT,True,1tho'→altho',"for my country ! I may be mistaken , altho' I cannot"
5326,train,"upon a dissolution , which must be had , will be a mass","INCORRECT: mass→process | CORRECTED: upon a dissolution , which must be had , will be a process",INCORRECT,True,mass→process,"upon a dissolution , which must be had , will be a process"
5327,train,but fear that the exasperation of the People will be so great,INCORRECT: but→will | CORRECTED: will fear that the exasperation of the People will be so great,INCORRECT,True,but→will,will fear that the exasperation of the People will be so great
5329,train,"at the return of Ultratoryism , that the Commons House","INCORRECT: Commons→common | CORRECTED: at the return of Ultratoryism , that the common House",INCORRECT,True,Commons→common,"at the return of Ultratoryism , that the common House"
5330,train,"of Radicalism , & then God knows what may happen ... .","INCORRECT: then→the | CORRECTED: of Radicalism , & the God knows what may happen ... .",INCORRECT,True,then→the,"of Radicalism , & the God knows what may happen ... ."
5331,train,"tremble for my country ! I may be mistaken , 1tho' I cannot","INCORRECT: 1tho'→altho' | CORRECTED: tremble for my country ! I may be mistaken , altho' I cannot",INCORRECT,True,1tho'→altho',"tremble for my country ! I may be mistaken , altho' I cannot"
5339,train,"Ultratoryism , that the Commons House upon a","INCORRECT: House→thouse | CORRECTED: Ultratoryism , that the Commons thouse upon a",INCORRECT,True,House→thouse,"Ultratoryism , that the Commons thouse upon a"
5341,train,' What a frightful event ! ' he wrote . ' I tremble ! What,INCORRECT: What→wright | CORRECTED: ' What a frightful event ! ' he wrote . ' I tremble ! wright,INCORRECT,True,What→wright,' What a frightful event ! ' he wrote . ' I tremble ! wright
5343,train,"House upon a dissolution , which must be had , will be a","INCORRECT: be→see, a→at | CORRECTED: House upon a dissolution, which must be had, will see at",INCORRECT,True,"be→see, a→at","House upon a dissolution, which must be had, will see at"
5344,train,"for my country ! I may be mistaken , 1tho' I cannot but","INCORRECT: 1tho'→tho' | CORRECTED: for my country ! I may be mistaken , tho' I cannot but",INCORRECT,True,1tho'→tho',"for my country ! I may be mistaken , tho' I cannot but"
5346,train,fear that the exasperation of the People will be so,"INCORRECT: missing word ""far"" after final ""so"" | CORRECTED: fear that the exasperation of the People will be so far",INCORRECT,True,"missing word ""far"" after final ""so""",fear that the exasperation of the People will be so far
5347,train,"mass of Radicalism , & then God knows what may happen ... .","INCORRECT: mass→masses | CORRECTED: masses of Radicalism , & then God knows what may happen ... .",INCORRECT,True,mass→masses,"masses of Radicalism , & then God knows what may happen ... ."
5348,train,may happen ... .,INCORRECT: may→max | CORRECTED: max happen ... .,INCORRECT,True,may→max,max happen ... .
5353,train,"be mistaken , 1tho' I cannot but fear that","INCORRECT: 1→A | CORRECTED: ""be mistaken , Atho' I cannot but fear that""",INCORRECT,True,1→A,"""be mistaken , Atho' I cannot but fear that"""
5354,train,"infatuation ! Personally I am indifferent ,","INCORRECT: infatuation→inflation | CORRECTED: inflation! Personally I am indifferent ,",INCORRECT,True,infatuation→inflation,"inflation! Personally I am indifferent ,"
5358,train,"a dissolution , which must be had , will be a","INCORRECT: a→an | CORRECTED: a dissolution , which must be had , will be an",INCORRECT,True,a→an,"a dissolution , which must be had , will be an"
5363,train,"tremble for my country ! I may be mistaken , 1tho'","INCORRECT: 1tho'→Altho' | CORRECTED: tremble for my country ! I may be mistaken , Altho'",INCORRECT,True,1tho'→Altho',"tremble for my country ! I may be mistaken , Altho'"
5367,train,"infatuation ! Personally I am indifferent , but I really tremble","INCORRECT: tremble→trouble | CORRECTED: infatuation ! Personally I am indifferent , but I really trouble",INCORRECT,True,tremble→trouble,"infatuation ! Personally I am indifferent , but I really trouble"
5370,train,"for my country ! I may be mistaken , 1tho' I cannot but","INCORRECT: 1tho'→tho' | CORRECTED: for my country ! I may be mistaken , tho' I cannot but",INCORRECT,True,1tho'→tho',"for my country ! I may be mistaken , tho' I cannot but"
5371,train,' What a frightful event ! ' he wrote . ' I tremble ! What,INCORRECT: he→we | CORRECTED: ' What a frightful event ! ' we wrote . ' I tremble ! What,INCORRECT,True,he→we,' What a frightful event ! ' we wrote . ' I tremble ! What
5380,train,"Ultratoryism , that the Commons House upon a","INCORRECT: Ultratoryism→Ultramontanism | CORRECTED: Ultramontanism , that the Commons House upon a",INCORRECT,True,Ultratoryism→Ultramontanism,"Ultramontanism , that the Commons House upon a"
5396,train,first shown themselves seventeen years before had,INCORRECT: shown→shewn | CORRECTED: first shewn themselves seventeen years before had,INCORRECT,True,shown→shewn,first shewn themselves seventeen years before had
5399,train,chapter in the history of Anglesey's unceasing search,INCORRECT: unceasing→in ceasing | CORRECTED: chapter in the history of Anglesey's in ceasing search,INCORRECT,True,unceasing→in ceasing,chapter in the history of Anglesey's in ceasing search
5413,train,"stand , but an express took him off yesterday . '","INCORRECT: stand→Shand | CORRECTED: ""Shand , but an express took him off yesterday . '""",INCORRECT,True,stand→Shand,"""Shand , but an express took him off yesterday . '"""
5421,train,effective alleviation of his painful malady . None of the,INCORRECT: malady→unalady | CORRECTED: effective alleviation of his painful unalady. None of the,INCORRECT,True,malady→unalady,effective alleviation of his painful unalady. None of the
5445,train,remedies to which he had been subjected ever,INCORRECT: ever→over | CORRECTED: remedies to which he had been subjected over,INCORRECT,True,ever→over,remedies to which he had been subjected over
5472,train,While he was in Naples there had opened a new chapter,INCORRECT: had→hard | CORRECTED: While he was in Naples there hard opened a new chapter,INCORRECT,True,had→hard,While he was in Naples there hard opened a new chapter
5474,train,had been subjected ever since the symptoms had,INCORRECT: ever→eves | CORRECTED: had been subjected eves since the symptoms had,INCORRECT,True,ever→eves,had been subjected eves since the symptoms had
5476,train,an effective alleviation of his painful malady . None,INCORRECT: malady→maladies | CORRECTED: an effective alleviation of his painful maladies. None,INCORRECT,True,malady→maladies,an effective alleviation of his painful maladies. None
5477,train,"understand , but an express took him off yesterday . '","INCORRECT: an→am | CORRECTED: understand , but am express took him off yesterday . '",INCORRECT,True,an→am,"understand , but am express took him off yesterday . '"
5483,train,in the history of Anglesey's unceasing search for,"INCORRECT: missing word ""space"" between ""unceasing"" and ""search"" | CORRECTED: in the history of Anglesey's unceasing space search for",INCORRECT,True,"missing word ""space"" between ""unceasing"" and ""search""",in the history of Anglesey's unceasing space search for
5509,train,"the 6tic douloureux . As early as 1830 , when","INCORRECT: 6tic→Gothic | CORRECTED: the Gothic douloureux . As early as 1830 , when",INCORRECT,True,6tic→Gothic,"the Gothic douloureux . As early as 1830 , when"
5523,train,"death , the new German curative method known as","INCORRECT: new→newer | CORRECTED: death , the newer German curative method known as",INCORRECT,True,new→newer,"death , the newer German curative method known as"
5524,train,"1960s , no cure has been found for the 6tic douloureux .","INCORRECT: 6tic→tic | CORRECTED: 1960s , no cure has been found for the tic douloureux .",INCORRECT,True,6tic→tic,"1960s , no cure has been found for the tic douloureux ."
5533,train,"himself to be on the point of death , the new German","INCORRECT: German→Gesunden | CORRECTED: himself to be on the point of death, the new Gesunden",INCORRECT,True,German→Gesunden,"himself to be on the point of death, the new Gesunden"
5534,train,"Nor is this to be wondered at , for even today , in the","INCORRECT: the→this | CORRECTED: Nor is this to be wondered at , for even today , in this",INCORRECT,True,the→this,"Nor is this to be wondered at , for even today , in this"
5545,train,"Nor is this to be wondered at , for even today , in","INCORRECT: remove extra ""at"" after ""wondered"" | CORRECTED: Nor is this to be wondered, for even today, in",INCORRECT,True,"remove extra ""at"" after ""wondered""","Nor is this to be wondered, for even today, in"
5546,train,method known as homoeopathy had been,INCORRECT: been→seen | CORRECTED: method known as homoeopathy had seen,INCORRECT,True,been→seen,method known as homoeopathy had seen
5550,train,Anglesey believed himself to be on the,INCORRECT: the→there | CORRECTED: Anglesey believed himself to be on there,INCORRECT,True,the→there,Anglesey believed himself to be on there
5554,train,"1960s , no cure has been found for the 6tic douloureux . As","INCORRECT: no→the, 6tic→Gothic | CORRECTED: 1960s, the cure has been found for the Gothic douloureux. As",INCORRECT,True,"no→the, 6tic→Gothic","1960s, the cure has been found for the Gothic douloureux. As"
5555,train,"early as 1830 , when Anglesey believed himself to be on","INCORRECT: on→nearly | CORRECTED: early as 1830 , when Anglesey believed himself to be nearly",INCORRECT,True,on→nearly,"early as 1830 , when Anglesey believed himself to be nearly"
5556,train,"the point of death , the new German curative method known","INCORRECT: known→through | CORRECTED: the point of death , the new German curative method through",INCORRECT,True,known→through,"the point of death , the new German curative method through"
5559,train,"point of death , the new German curative","INCORRECT: death→depth | CORRECTED: point of depth , the new German curative",INCORRECT,True,death→depth,"point of depth , the new German curative"
5564,train,"the 1960s , no cure has been found for the","INCORRECT: found→formed | CORRECTED: the 1960s , no cure has been formed for the",INCORRECT,True,found→formed,"the 1960s , no cure has been formed for the"
5573,train,"1960s , no cure has been found for the 6tic douloureux .","INCORRECT: 6tic→tic | CORRECTED: 1960s , no cure has been found for the tic douloureux .",INCORRECT,True,6tic→tic,"1960s , no cure has been found for the tic douloureux ."
5582,train,"had studied under its founder , the aged","INCORRECT: the→that | CORRECTED: had studied under its founder , that aged",INCORRECT,True,the→that,"had studied under its founder , that aged"
5584,train,himself was being treated under a doctor who,INCORRECT: who→when | CORRECTED: himself was being treated under a doctor when,INCORRECT,True,who→when,himself was being treated under a doctor when
5586,train,"the diplomatist Lord Ponsonby , had written to","INCORRECT: missing final word ""the"" | CORRECTED: the diplomatist Lord Ponsonby, had written to the",INCORRECT,True,"missing final word ""the""","the diplomatist Lord Ponsonby, had written to the"
5613,train,"In April of that year his first wife's brother-in-law , the","INCORRECT: that→the | CORRECTED: In April of the year his first wife's brother-in-law , the",INCORRECT,True,that→the,"In April of the year his first wife's brother-in-law , the"
5623,train,"success in France and Italy , and that he himself was being treated","INCORRECT: Italy→Holy | CORRECTED: success in France and Holy, and that he himself was being treated",INCORRECT,True,Italy→Holy,"success in France and Holy, and that he himself was being treated"
5648,train,with extraordinary success in France and,INCORRECT: France→French | CORRECTED: with extraordinary success in French and,INCORRECT,True,France→French,with extraordinary success in French and
5651,train,"Italy , and that he himself was being","INCORRECT: Italy→Highly | CORRECTED: Highly , and that he himself was being",INCORRECT,True,Italy→Highly,"Highly , and that he himself was being"
5659,train,"France and Italy , and that he himself was being","INCORRECT: Italy→Haly | CORRECTED: France and Haly, and that he himself was being",INCORRECT,True,Italy→Haly,"France and Haly, and that he himself was being"
5705,train,had an increasing number of disciples among unorthodox,INCORRECT: unorthodox→anorthodox | CORRECTED: had an increasing number of disciples among anorthodox,INCORRECT,True,unorthodox→anorthodox,had an increasing number of disciples among anorthodox
5710,train,medical men in the cities of Europe . One of these,INCORRECT: medical→medieval | CORRECTED: medieval men in the cities of Europe . One of these,INCORRECT,True,medical→medieval,medieval men in the cities of Europe . One of these
5725,train,"men in the cities of Europe . One of these was the Neapolitan ,","INCORRECT: was→ties | CORRECTED: men in the cities of Europe . One of these ties the Neapolitan ,",INCORRECT,True,was→ties,"men in the cities of Europe . One of these ties the Neapolitan ,"
5735,train,whom Anglesey consulted in May 1834 .,INCORRECT: 1834→1824 | CORRECTED: whom Anglesey consulted in May 1824 .,INCORRECT,True,1834→1824,whom Anglesey consulted in May 1824 .
5737,train,"' more like a God upon earth than a human being ' , had","INCORRECT: God→Good | CORRECTED: ' more like a Good upon earth than a human being ' , had",INCORRECT,True,God→Good,"' more like a Good upon earth than a human being ' , had"
5743,train,year or two later as ' more like a God,INCORRECT: God→Good | CORRECTED: year or two later as ' more like a Good,INCORRECT,True,God→Good,year or two later as ' more like a Good
5758,train,"cities of Europe . One of these was the Neapolitan ,","INCORRECT: extra ""the"" inserted between ""was"" and ""Neapolitan"" | CORRECTED: ""cities of Europe . One of these was Neapolitan ,""",INCORRECT,True,"extra ""the"" inserted between ""was"" and ""Neapolitan""","""cities of Europe . One of these was Neapolitan ,"""
5773,train,"upon earth than a human being ' , had an","INCORRECT: being→living | CORRECTED: upon earth than a human living', had an",INCORRECT,True,being→living,"upon earth than a human living', had an"
5782,train,Mauro's first action was to write to his revered,INCORRECT: revered→revested | CORRECTED: Mauro's first action was to write to his revested,INCORRECT,True,revered→revested,Mauro's first action was to write to his revested
5784,train,"gentle and charming character , even-tempered","INCORRECT: even→sweet | CORRECTED: gentle and charming character , sweet-tempered",INCORRECT,True,even→sweet,"gentle and charming character , sweet-tempered"
5788,train,Mauro's first action was to write to his revered,INCORRECT: revered→reverend | CORRECTED: Mauro's first action was to write to his reverend,INCORRECT,True,revered→reverend,Mauro's first action was to write to his reverend
5810,train,"charming character , even-tempered and sedate , not","INCORRECT: not→most | CORRECTED: charming character , even-tempered and sedate , most",INCORRECT,True,not→most,"charming character , even-tempered and sedate , most"
5813,train,' but he appears to despair of ever being cured . ',INCORRECT: but→bent | CORRECTED: 'bent he appears to despair of ever being cured .',INCORRECT,True,but→bent,'bent he appears to despair of ever being cured .'
5824,train,described his distinguished patient and his symptoms . He told,INCORRECT: told→died | CORRECTED: described his distinguished patient and his symptoms . He died,INCORRECT,True,told→died,described his distinguished patient and his symptoms . He died
5827,train,"sedate , not easily irritated , patient and persevering , ' but he","INCORRECT: but→not | CORRECTED: sedate , not easily irritated , patient and persevering , ' not he",INCORRECT,True,but→not,"sedate , not easily irritated , patient and persevering , ' not he"
5850,train,advice . In doing so he described his distinguished,INCORRECT: advice→advise | CORRECTED: advise . In doing so he described his distinguished,INCORRECT,True,advice→advise,advise . In doing so he described his distinguished
5860,train,Mauro's first action was to write to his revered,INCORRECT: revered→reverend | CORRECTED: Mauro's first action was to write to his reverend,INCORRECT,True,revered→reverend,Mauro's first action was to write to his reverend
5861,train,distinguished patient and his symptoms . He,INCORRECT: He→the | CORRECTED: distinguished patient and his symptoms . the,INCORRECT,True,He→the,distinguished patient and his symptoms . the
5874,train,"persevering , ' but he appears to despair","INCORRECT: ' but → 'lived | CORRECTED: persevering , 'lived he appears to despair",INCORRECT,True,' but → 'lived,"persevering , 'lived he appears to despair"
5875,train,"revered master at Ko""then , near Leipzig , asking","INCORRECT: revered→received | CORRECTED: received master at Ko""then , near Leipzig , asking",INCORRECT,True,revered→received,"received master at Ko""then , near Leipzig , asking"
5899,train,changes for couples with several children . The quantity,INCORRECT: quantity→fertility | CORRECTED: changes for couples with several children. The fertility,INCORRECT,True,quantity→fertility,changes for couples with several children. The fertility
5909,train,with four or more children 19 per cent less . The only,INCORRECT: 19→12 | CORRECTED: with four or more children 12 per cent less . The only,INCORRECT,True,19→12,with four or more children 12 per cent less . The only
5910,train,"substantial change was in families with three children ,","INCORRECT: was→way | CORRECTED: substantial change way in families with three children ,",INCORRECT,True,was→way,"substantial change way in families with three children ,"
5911,train,also shows the corresponding values of an index which,"INCORRECT: remove leading ""also"", an→our | CORRECTED: shows the corresponding values of our index which",INCORRECT,True,"remove leading ""also"", an→our",shows the corresponding values of our index which
5915,train,For all foods the range was from 3.6 per cent above the national average,INCORRECT: 3.6→5.6 | CORRECTED: For all foods the range was from 5.6 per cent above the national average,INCORRECT,True,3.6→5.6,For all foods the range was from 5.6 per cent above the national average
5917,train,"and +2.8 to -2.6 per cent in 1957 . As with the price of energy index ,","INCORRECT: 2.8→2.9 | CORRECTED: and +2.9 to -2.6 per cent in 1957 . As with the price of energy index ,",INCORRECT,True,2.8→2.9,"and +2.9 to -2.6 per cent in 1957 . As with the price of energy index ,"
5918,train,"the only noteworthy change was for households with three children ,","INCORRECT: with→will | CORRECTED: the only noteworthy change was for households will three children ,",INCORRECT,True,with→will,"the only noteworthy change was for households will three children ,"
5937,train,"stopping on the way , to point out , with childish pride ,","INCORRECT: to point out→for paint act | CORRECTED: stopping on the way, for paint act, with childish pride,",INCORRECT,True,to point out→for paint act,"stopping on the way, for paint act, with childish pride,"
5939,train,"fringe of the party , caught snatches of this","INCORRECT: this→his | CORRECTED: fringe of the party , caught snatches of his",INCORRECT,True,this→his,"fringe of the party , caught snatches of his"
5941,train,' ... now this sapphire ...,INCORRECT: now→maw | CORRECTED: ' ... maw this sapphire ...',INCORRECT,True,now→maw,' ... maw this sapphire ...'
5942,train,"However , something inimical in the girl's look","INCORRECT: in→on | CORRECTED: However , something inimical on the girl's look",INCORRECT,True,in→on,"However , something inimical on the girl's look"
5949,train,"incredibly ancient car , surrounded by innumerable friends and relatives .","INCORRECT: car→as | CORRECTED: incredibly ancient as, surrounded by innumerable friends and relatives .",INCORRECT,True,car→as,"incredibly ancient as, surrounded by innumerable friends and relatives ."
5954,train,"retorted and in that second , he became the man of","INCORRECT: retorted→attended | CORRECTED: attended and in that second, he became the man of",INCORRECT,True,retorted→attended,"attended and in that second, he became the man of"
5956,train,Philip bristled . ' It was never our intention,"INCORRECT: our intention→over in the kitchen | CORRECTED: Philip bristled . "" It was never over in the kitchen",INCORRECT,True,our intention→over in the kitchen,"Philip bristled . "" It was never over in the kitchen"
5961,train,"he said , ' I was not talking of a carnival . But I","INCORRECT: But→said | CORRECTED: ""he said , ' I was not talking of a carnival . said I""",INCORRECT,True,But→said,"""he said , ' I was not talking of a carnival . said I"""
5970,train,life-insurances or any of the other normal,INCORRECT: normal→nominal | CORRECTED: life-insurances or any of the other nominal,INCORRECT,True,normal→nominal,life-insurances or any of the other nominal
5988,train,"three of which were in her husband's name ,","INCORRECT: her→to | CORRECTED: three of which were in to husband's name ,",INCORRECT,True,her→to,"three of which were in to husband's name ,"
6007,train,lected the long correspondence he,INCORRECT: lected→selected | CORRECTED: selected the long correspondence he,INCORRECT,True,lected→selected,selected the long correspondence he
6008,train,"It was a new briefcase , and as the train jogged along","INCORRECT: train→trains | CORRECTED: It was a new briefcase , and as the trains jogged along",INCORRECT,True,train→trains,"It was a new briefcase , and as the trains jogged along"
6011,train,He wondered what it contained . Probably the remains,INCORRECT: remains→remained | CORRECTED: He wondered what it contained . Probably the remained,INCORRECT,True,remains→remained,He wondered what it contained . Probably the remained
6020,train,"of wads of paper . ' Cor ! ' he muttered aloud , ' there 's","INCORRECT: wads→wrecks | CORRECTED: ""of wrecks of paper . ' Cor ! ' he muttered aloud , ' there 's""",INCORRECT,True,wads→wrecks,"""of wrecks of paper . ' Cor ! ' he muttered aloud , ' there 's"""
6025,train,Cecil searched in his pockets once,INCORRECT: his→Cuis | CORRECTED: Cecil searched in Cuis pockets once,INCORRECT,True,his→Cuis,Cecil searched in Cuis pockets once
6047,train,"printing to find no Govr. , no Compa. , in fact no five pound notes","INCORRECT: five→fire | CORRECTED: printing to find no Govr. , no Compa. , in fact no fire pound notes",INCORRECT,True,five→fire,"printing to find no Govr. , no Compa. , in fact no fire pound notes"
6082,train,"last week , you know that . '","INCORRECT: that→Hat | CORRECTED: last week, you know Hat. '",INCORRECT,True,that→Hat,"last week, you know Hat. '"
6088,train,and I 'm NOT irritable . ' ' Very well then . ' His,"INCORRECT: His→this | CORRECTED: ""and I 'm NOT irritable . ' ' Very well then . ' this""",INCORRECT,True,His→this,"""and I 'm NOT irritable . ' ' Very well then . ' this"""
6094,train,the treads . ' And don't wipe the dirt off on the,"INCORRECT: remove extra leading ""the "" | CORRECTED: ""treads. ' And don't wipe the dirt off on the""",INCORRECT,True,"remove extra leading ""the ""","""treads. ' And don't wipe the dirt off on the"""
6103,train,you know how she has a good look round everywhere . ' There was,INCORRECT: was→knew | CORRECTED: you know how she has a good look round everywhere . ' There knew,INCORRECT,True,was→knew,you know how she has a good look round everywhere . ' There knew
