wrong,correct,count,type,wrong_repr,correct_repr
em ,rough,1,replace_3:5,'em ','rough'
"er ,",sh,1,replace_4:2,"'er ,'",'sh'
med,unc,1,replace_3:3,'med','unc'
tu,d,1,merge_n:1,'tu','d'
, nuns,1,insert_0:n,'',' nuns'
,s as,1,insert_0:n,'','s as'
,ulated,1,insert_0:n,'','ulated'
,sils,1,insert_0:n,'','sils'
wom,ut,1,replace_3:2,'wom','ut'
mo,whe,1,replace_2:3,'mo','whe'
ss,cc,1,replace_2:2,'ss','cc'
,re i,1,insert_0:n,'','re i'
,kitc,1,insert_0:n,'','kitc'
ny,sual,1,replace_2:4,'ny','sual'
b,le,1,split_1:n,'b','le'
vi,W,1,merge_n:1,'vi','W'
,b,1,insert_0:n,'','b'
urn,hem,1,replace_3:3,'urn','hem'
th,min,1,replace_2:3,'th','min'
 (,,1,delete_n:0,' (',''
r-,n,1,merge_n:1,'r-','n'
e tim,,1,delete_n:0,'e tim',''
 .,"s,",1,replace_2:2,' .',"'s,'"
o,ea,1,split_1:n,'o','ea'
, all,1,insert_0:n,'',' all'
h,to c,1,split_1:n,'h','to c'
,born Bronx carpenter named,1,insert_0:n,'','born Bronx carpenter named'
w,"ur""",1,split_1:n,'w',"'ur""'"
," "" good girl """"",1,insert_0:n,'',"' "" good girl """"'"
an ,,1,delete_n:0,'an ',''
u,si,1,split_1:n,'u','si'
ubt,kil,1,replace_3:3,'ubt','kil'
" ,",d,1,merge_n:1,"' ,'",'d'
,Gr,1,insert_0:n,'','Gr'
L',21 ,1,replace_2:3,"""L'""",'21 '
,walking,1,insert_0:n,'','walking'
a,oc,1,split_1:n,'a','oc'
id,,1,delete_n:0,'id',''
,di,1,insert_0:n,'','di'
h,liv,1,split_1:n,'h','liv'
a,se,1,split_1:n,'a','se'
Ca,Gu,1,replace_2:2,'Ca','Gu'
H,t'oth,1,split_1:n,'H',"""t'oth"""
w,se,1,split_1:n,'w','se'
,'s ,1,insert_0:n,'',"""'s """
ugg,niffl,1,replace_3:5,'ugg','niffl'
Ma,The,1,replace_2:3,'Ma','The'
w,rec,1,split_1:n,'w','rec'
hat te,y,1,merge_n:1,'hat te','y'
,ahead s,1,insert_0:n,'','ahead s'
at,ich,1,replace_2:3,'at','ich'
id,ock,1,replace_2:3,'id','ock'
,tit,1,insert_0:n,'','tit'
the,Ma,1,replace_3:2,'the','Ma'
ut,ark,1,replace_2:3,'ut','ark'
g,cy,1,split_1:n,'g','cy'
1 ,N,1,merge_n:1,'1 ','N'
ng,lity,1,replace_2:4,'ng','lity'
,ab,1,insert_0:n,'','ab'
in ,"""",1,merge_n:1,'in ',"'""'"
ector,s,1,merge_n:1,'ector','s'
Di,the sta,1,replace_2:7,'Di','the sta'
,teen,1,insert_0:n,'','teen'
,Oc,1,insert_0:n,'','Oc'
ar,v,1,merge_n:1,'ar','v'
n,achi,1,split_1:n,'n','achi'
,ho,1,insert_0:n,'','ho'
ik,,1,delete_n:0,'ik',''
arti,e,1,merge_n:1,'arti','e'
wa,beg,1,replace_2:3,'wa','beg'
is ,,1,delete_n:0,'is ',''
me,und,1,replace_2:3,'me','und'
,kin,1,insert_0:n,'','kin'
, Naples,1,insert_0:n,'',' Naples'
, one to,1,insert_0:n,'',' one to'
one to ,,1,delete_n:0,'one to ',''
n,at,1,split_1:n,'n','at'
op,gr,1,replace_2:2,'op','gr'
,frai,1,insert_0:n,'','frai'
gl,,1,delete_n:0,'gl',''
t ,r,1,merge_n:1,'t ','r'
. Mr.,it,1,replace_5:2,'. Mr.','it'
ns,m,1,merge_n:1,'ns','m'
n,ua,1,split_1:n,'n','ua'
the,No,1,replace_3:2,'the','No'
us,n,1,merge_n:1,'us','n'
str,d,1,merge_n:1,'str','d'
ay,eg,1,replace_2:2,'ay','eg'
b,"""d",1,split_1:n,'b',"'""d'"
in t,"""T",1,replace_4:2,'in t',"'""T'"
ht,ner,1,replace_2:3,'ht','ner'
y,ight,1,split_1:n,'y','ight'
, stamp,1,insert_0:n,'',' stamp'
bei,,1,delete_n:0,'bei',''
,au,1,insert_0:n,'','au'
,hty,1,insert_0:n,'','hty'
ar,th,1,replace_2:2,'ar','th'
it ,,1,delete_n:0,'it ',''
w,ut,1,split_1:n,'w','ut'
a,id,1,split_1:n,'a','id'
stamp ,,1,delete_n:0,'stamp ',''
m,ad,1,split_1:n,'m','ad'
,fic,1,insert_0:n,'','fic'
d,als,1,split_1:n,'d','als'
nea,mois,1,replace_3:4,'nea','mois'
iz,,1,delete_n:0,'iz',''
Cla,The,1,replace_3:3,'Cla','The'
c,sing,1,split_1:n,'c','sing'
e,li,1,split_1:n,'e','li'
k ,h,1,merge_n:1,'k ','h'
r,ic,1,split_1:n,'r','ic'
#,of,1,split_1:n,'#','of'
er,os,1,replace_2:2,'er','os'
, be,1,insert_0:n,'',' be'
qu,gran,1,replace_2:4,'qu','gran'
ey,ings,1,replace_2:4,'ey','ings'
r,nd,1,split_1:n,'r','nd'
," since""",1,insert_0:n,'',"' since""'"
since ,"""",1,merge_n:1,'since ',"'""'"
,e house.,1,insert_0:n,'','e house.'
i,y grea,1,split_1:n,'i','y grea'
ma,cou,1,replace_2:3,'ma','cou'
greenhouse . ,,1,delete_n:0,'greenhouse . ',''
n,ca,1,split_1:n,'n','ca'
fter,phids,1,replace_4:5,'fter','phids'
ma,incide,1,replace_2:6,'ma','incide'
, late autumn thankful,1,insert_0:n,'',' late autumn thankful'
",",thankful it dies in,1,split_1:n,"','",'thankful it dies in'
nti,,1,delete_n:0,'nti',''
,thankf,1,insert_0:n,'','thankf'
An,The,1,replace_2:3,'An','The'
hav,wer,1,replace_3:3,'hav','wer'
h,lusively,1,split_1:n,'h','lusively'
bo,la,1,replace_2:2,'bo','la'
m,cedent,1,split_1:n,'m','cedent'
obl,,1,delete_n:0,'obl',''
ju,fir,1,replace_2:3,'ju','fir'
m .,a,1,merge_n:1,'m .','a'
nt,ur,1,replace_2:2,'nt','ur'
ay,"rong""",1,replace_2:5,'ay',"'rong""'"
about ,,1,delete_n:0,'about ',''
r,"""f",1,split_1:n,'r',"'""f'"
, up,1,insert_0:n,'',' up'
ng,r,1,merge_n:1,'ng','r'
y,ag,1,split_1:n,'y','ag'
," to""",1,insert_0:n,'',"' to""'"
te,l,1,merge_n:1,'te','l'
m,on,1,split_1:n,'m','on'
u,bla,1,split_1:n,'u','bla'
tt,H,1,merge_n:1,'tt','H'
d .,cl,1,replace_3:2,'d .','cl'
orm,u,1,merge_n:1,'orm','u'
",",it,1,split_1:n,"','",'it'
, your own ;,1,insert_0:n,'',' your own ;'
s .,i,1,merge_n:1,'s .','i'
it,I,1,merge_n:1,'it','I'
ul,addi,1,replace_2:4,'ul','addi'
ings,em,1,replace_4:2,'ings','em'
re,p,1,merge_n:1,'re','p'
k,gle',1,split_1:n,'k',"""gle'"""
,asura,1,insert_0:n,'','asura'
om,c,1,merge_n:1,'om','c'
na,s,1,merge_n:1,'na','s'
, world,1,insert_0:n,'',' world'
,out ,1,insert_0:n,'','out '
no,as,1,replace_2:2,'no','as'
st,ph,1,replace_2:2,'st','ph'
se,ch,1,replace_2:2,'se','ch'
,"d""",1,insert_0:n,'',"'d""'"
k,ght,1,split_1:n,'k','ght'
". "" H",th,1,replace_5:2,"'. "" H'",'th'
"on """,ed,1,replace_4:2,"'on ""'",'ed'
act,,1,delete_n:0,'act',''
ms,ng,1,replace_2:2,'ms','ng'
a,os,1,split_1:n,'a','os'
,as,1,insert_0:n,'','as'
no,,1,delete_n:0,'no',''
n,te,1,split_1:n,'n','te'
vi,men,1,replace_2:3,'vi','men'
,layer,1,insert_0:n,'','layer'
bum,,1,delete_n:0,'bum',''
ar,ng,1,replace_2:2,'ar','ng'
summ,Pho,1,replace_4:3,'summ','Pho'
ow,t,1,merge_n:1,'ow','t'
k,ac,1,split_1:n,'k','ac'
e,ot,1,split_1:n,'e','ot'
k,ic,1,split_1:n,'k','ic'
ta,ho,1,replace_2:2,'ta','ho'
u,co,1,split_1:n,'u','co'
w,ight,1,split_1:n,'w','ight'
IN,All,1,replace_2:3,'IN','All'
run,saw,1,replace_3:3,'run','saw'
as ,ey,1,replace_3:2,'as ','ey'
n," head""",1,split_1:n,'n',"' head""'"
 He ,,1,delete_n:0,' He ',''
2o,O,1,merge_n:1,'2o','O'
zz,gg,1,replace_2:2,'zz','gg'
r .,nix,1,replace_3:3,'r .','nix'
ate-,udy,1,replace_4:3,'ate-','udy'
as,or,1,replace_2:2,'as','or'
ri,e,1,merge_n:1,'ri','e'
,bbl,1,insert_0:n,'','bbl'
iss,r,1,merge_n:1,'iss','r'
#,it,1,split_1:n,'#','it'
s ,a,1,merge_n:1,'s ','a'
urn,ake,1,replace_3:3,'urn','ake'
i,he,1,split_1:n,'i','he'
, lines,1,insert_0:n,'',' lines'
at,ed,1,replace_2:2,'at','ed'
, and stronger Now At this target Which,1,insert_0:n,'',' and stronger Now At this target Which'
to,de,1,replace_2:2,'to','de'
o ,e,1,merge_n:1,'o ','e'
ou,ewe,1,replace_2:3,'ou','ewe'
ing,ey,1,replace_3:2,'ing','ey'
w,ntality,1,split_1:n,'w','ntality'
they ,,1,delete_n:0,'they ',''
thus : ,,1,delete_n:0,'thus : ',''
,""" thus:",1,insert_0:n,'',"'"" thus:'"
m,ard,1,split_1:n,'m','ard'
invasion ,,1,delete_n:0,'invasion ',''
, invasion,1,insert_0:n,'',' invasion'
um ,nning,1,replace_3:5,'um ','nning'
ich,d,1,merge_n:1,'ich','d'
tha,Abou,1,replace_3:4,'tha','Abou'
,riv,1,insert_0:n,'','riv'
ctor,l,1,merge_n:1,'ctor','l'
rr,pp,1,replace_2:2,'rr','pp'
n,ll ,1,split_1:n,'n','ll '
a,ci,1,split_1:n,'a','ci'
on,ve,1,replace_2:2,'on','ve'
, talks,1,insert_0:n,'',' talks'
on,am,1,replace_2:2,'on','am'
rf,ct,1,replace_2:2,'rf','ct'
in,ho,1,replace_2:2,'in','ho'
a,ic,1,split_1:n,'a','ic'
, proved,1,insert_0:n,'',' proved'
#,early,1,split_1:n,'#','early'
or,an,1,replace_2:2,'or','an'
rr,n,1,merge_n:1,'rr','n'
w,ss,1,split_1:n,'w','ss'
ou,ra,1,replace_2:2,'ou','ra'
r,les,1,split_1:n,'r','les'
#,between,1,split_1:n,'#','between'
,us,1,insert_0:n,'','us'
r wh,ntati,1,replace_4:5,'r wh','ntati'
bu,los,1,replace_2:3,'bu','los'
:,address,1,split_1:n,':','address'
en,au,1,replace_2:2,'en','au'
im,ur,1,replace_2:2,'im','ur'
i,Wa,1,split_1:n,'i','Wa'
of,the,1,replace_2:3,'of','the'
,z,1,insert_0:n,'','z'
hour,laws,1,replace_4:4,'hour','laws'
w,ov,1,split_1:n,'w','ov'
ck ,vel,1,replace_3:3,'ck ','vel'
the,Ho,1,replace_3:2,'the','Ho'
is,e,1,merge_n:1,'is','e'
sh,W,1,merge_n:1,'sh','W'
",",,1,delete_n:0,"','",''
d h,e,1,merge_n:1,'d h','e'
wou,search ,1,replace_3:7,'wou','search '
han,olle,1,replace_3:4,'han','olle'
bu,Cos,1,replace_2:3,'bu','Cos'
the,Hou,1,replace_3:3,'the','Hou'
the,flua,1,replace_3:4,'the','flua'
ONS,oris,1,replace_3:4,'ONS','oris'
,Al,1,insert_0:n,'','Al'
Er,Fel,1,replace_2:3,'Er','Fel'
f,Tre,1,split_1:n,'f','Tre'
ow,d,1,merge_n:1,'ow','d'
mo,we,1,replace_2:2,'mo','we'
nd,ech,1,replace_2:3,'nd','ech'
ng,th,1,replace_2:2,'ng','th'
wi,at ,1,replace_2:3,'wi','at '
farm,jenn,1,replace_4:4,'farm','jenn'
. A,a,1,merge_n:1,'. A','a'
empt ,,1,delete_n:0,'empt ',''
,mplai,1,insert_0:n,'','mplai'
up on ,,1,delete_n:0,'up on ',''
, on,1,insert_0:n,'',' on'
I,Ye,1,split_1:n,'I','Ye'
wro,usi,1,replace_3:3,'wro','usi'
m,ve,1,split_1:n,'m','ve'
sit,of,1,replace_3:2,'sit','of'
,ug,1,insert_0:n,'','ug'
nc,,1,delete_n:0,'nc',''
n,ul,1,split_1:n,'n','ul'
,uve,1,insert_0:n,'','uve'
ce,i,1,merge_n:1,'ce','i'
b,tt,1,split_1:n,'b','tt'
se,ri,1,replace_2:2,'se','ri'
n-,r,1,merge_n:1,'n-','r'
,lisa,1,insert_0:n,'','lisa'
nth,rk,1,replace_3:2,'nth','rk'
m,ra,1,split_1:n,'m','ra'
u,ever,1,split_1:n,'u','ever'
Mr,its,1,replace_2:3,'Mr','its'
,out,1,insert_0:n,'','out'
M,othe,1,split_1:n,'M','othe'
bu,tha,1,replace_2:3,'bu','tha'
ways,leging,1,replace_4:6,'ways','leging'
, not,1,insert_0:n,'',' not'
worl,an,1,replace_4:2,'worl','an'
ha,trie,1,replace_2:4,'ha','trie'
ee, ,1,merge_n:1,'ee',' '
,ale,1,insert_0:n,'','ale'
c,sed,1,split_1:n,'c','sed'
on,cry,1,replace_2:3,'on','cry'
W,lik,1,split_1:n,'W','lik'
ast,ord,1,replace_3:3,'ast','ord'
St,H,1,merge_n:1,'St','H'
,a ,1,insert_0:n,'','a '
,lie,1,insert_0:n,'','lie'
nd,ker,1,replace_2:3,'nd','ker'
,Qu,1,insert_0:n,'','Qu'
 of the,,1,delete_n:0,' of the',''
Mr.,she,1,replace_3:3,'Mr.','she'
nd,s,1,merge_n:1,'nd','s'
,hat,1,insert_0:n,'','hat'
bu,,1,delete_n:0,'bu',''
,enot D,1,insert_0:n,'','enot D'
ole ,k,1,merge_n:1,'ole ','k'
ow,au,1,replace_2:2,'ow','au'
iv,ju,1,replace_2:2,'iv','ju'
 it,,1,delete_n:0,' it',''
,"""com",1,insert_0:n,'',"'""com'"
tant,ed,1,replace_4:2,'tant','ed'
Mr,Lt,1,replace_2:2,'Mr','Lt'
ce ,sions,1,replace_3:5,'ce ','sions'
ara,he,1,replace_3:2,'ara','he'
ac,ou,1,replace_2:2,'ac','ou'
ERDICT,erdict,1,replace_6:6,'ERDICT','erdict'
,pe,1,insert_0:n,'','pe'
b,he,1,split_1:n,'b','he'
T V',Wil,1,replace_4:3,"""T V'""",'Wil'
A,at,1,split_1:n,'A','at'
OUSTON,ouston,1,replace_6:6,'OUSTON','ouston'
ONALD,onald,1,replace_5:5,'ONALD','onald'
G,"""C",1,split_1:n,'G',"'""C'"
t,ds,1,split_1:n,'t','ds'
" ,",.,1,merge_n:1,"' ,'",'.'
m,uac,1,split_1:n,'m','uac'
OT,ot,1,replace_2:2,'OT','ot'
x,sen,1,split_1:n,'x','sen'
Mr,St,1,replace_2:2,'Mr','St'
,"""po",1,insert_0:n,'',"'""po'"
ul,er,1,replace_2:2,'ul','er'
from,when,1,replace_4:4,'from','when'
 Mo,Ha,1,replace_3:2,' Mo','Ha'
i,ly ,1,split_1:n,'i','ly '
,eav,1,insert_0:n,'','eav'
,war,1,insert_0:n,'','war'
ff,ll,1,replace_2:2,'ff','ll'
ask,tell,1,replace_3:4,'ask','tell'
u,lie,1,split_1:n,'u','lie'
odd,act,1,replace_3:3,'odd','act'
w,av,1,split_1:n,'w','av'
et,a,1,merge_n:1,'et','a'
n,"s""",1,split_1:n,'n',"'s""'"
am,xw,1,replace_2:2,'am','xw'
m ,ir,1,replace_2:2,'m ','ir'
does ,,1,delete_n:0,'does ',''
,failed ,1,insert_0:n,'','failed '
of ,,1,delete_n:0,'of ',''
summ,Secret,1,replace_4:6,'summ','Secret'
ch,dge,1,replace_2:3,'ch','dge'
th,nos,1,replace_2:3,'th','nos'
acl,s,1,merge_n:1,'acl','s'
ting .,up,1,replace_6:2,'ting .','up'
ht,nal,1,replace_2:3,'ht','nal'
a,in,1,split_1:n,'a','in'
bu,ma,1,replace_2:2,'bu','ma'
th,n,1,merge_n:1,'th','n'
la,ise,1,replace_2:3,'la','ise'
 M,r,1,merge_n:1,' M','r'
lo,da,1,replace_2:2,'lo','da'
,rien,1,insert_0:n,'','rien'
t ,f,1,merge_n:1,'t ','f'
el-,rd,1,replace_3:2,'el-','rd'
,"s"")",1,insert_0:n,'',"'s"")'"
h,al,1,split_1:n,'h','al'
W,Mal,1,split_1:n,'W','Mal'
trat,hol,1,replace_4:3,'trat','hol'
"550,000",Science,1,replace_7:7,"'550,000'",'Science'
rk,t,1,merge_n:1,'rk','t'
 to,,1,delete_n:0,' to',''
n .,sh,1,replace_3:2,'n .','sh'
t,ced,1,split_1:n,'t','ced'
er,ua,1,replace_2:2,'er','ua'
"800,000",SW All,1,replace_7:6,"'800,000'",'SW All'
me,un,1,replace_2:2,'me','un'
, the button for nuclear warfare,1,insert_0:n,'',' the button for nuclear warfare'
gh,,1,delete_n:0,'gh',''
en,cally ,1,replace_2:6,'en','cally '
fr,chn,1,replace_2:3,'fr','chn'
old,aunt,1,replace_3:4,'old','aunt'
u,wi,1,split_1:n,'u','wi'
y,ing,1,split_1:n,'y','ing'
In,has,1,replace_2:3,'In','has'
an,out,1,replace_2:3,'an','out'
sex,that,1,replace_3:4,'sex','that'
rl,ve,1,replace_2:2,'rl','ve'
itua,elec,1,replace_4:4,'itua','elec'
, dour,1,insert_0:n,'',' dour'
b,lov,1,split_1:n,'b','lov'
yo,gea,1,replace_2:3,'yo','gea'
h,dr,1,split_1:n,'h','dr'
ta,Ac,1,replace_2:2,'ta','Ac'
b,li,1,split_1:n,'b','li'
59,Sg,1,replace_2:2,'59','Sg'
de,habharata,1,replace_2:9,'de','habharata'
st,chn,1,replace_2:3,'st','chn'
rl,th,1,replace_2:2,'rl','th'
at ,,1,delete_n:0,'at ',''
, for,1,insert_0:n,'',' for'
ai,,1,delete_n:0,'ai',''
o,ate,1,split_1:n,'o','ate'
to,As,1,replace_2:2,'to','As'
vi,u,1,merge_n:1,'vi','u'
,li,1,insert_0:n,'','li'
ral,,1,delete_n:0,'ral',''
,fl,1,insert_0:n,'','fl'
,cen,1,insert_0:n,'','cen'
h,tr,1,split_1:n,'h','tr'
bb,ggl,1,replace_2:3,'bb','ggl'
,ounder,1,insert_0:n,'','ounder'
