idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
6058,train,is hanging open . You 'll have someone shoving their hot,"INCORRECT: open→aper, hot→host | CORRECTED: is hanging aper. You'll have someone shoving their host",INCORRECT,True,"open→aper, hot→host",is hanging aper. You'll have someone shoving their host
6059,train,"little hands inside . Here , I 'll do it . ' The collector pressed the twinkling","INCORRECT: hands→hando | CORRECTED: little hando inside . Here , I 'll do it . ' The collector pressed the twinkling",INCORRECT,True,hands→hando,"little hando inside . Here , I 'll do it . ' The collector pressed the twinkling"
6060,train,"Before he could open his mouth , the collector",CORRECT,CORRECT,False,,
6061,train,"catch home with a click . Cecil , irretrievably laden with",INCORRECT: catch→Cabs | CORRECTED: Cabs home with a click. Cecil irretrievably laden with,INCORRECT,True,catch→Cabs,Cabs home with a click. Cecil irretrievably laden with
6062,train,Sentence Database,CORRECT,CORRECT,False,,
6063,train,"both briefcase and conscience , stumbled away",CORRECT,CORRECT,False,,
6064,train,Trunk and Greppes Tannin-free Tea .,CORRECT,CORRECT,False,,
6065,train,they had once obtained as a free gift in exchange,CORRECT,CORRECT,False,,
6066,train,and the polished brass fourteen-pounder shell-case,CORRECT,CORRECT,False,,
6067,train,case into hiding between the do-it-yourself cupboard,"INCORRECT: missing ""the"" between ""into"" and ""hiding"" | CORRECTED: case into the hiding between the do-it-yourself cupboard",INCORRECT,True,"missing ""the"" between ""into"" and ""hiding""",case into the hiding between the do-it-yourself cupboard
6068,train,the hall as he opened the front door . He nodded irritably,CORRECT,CORRECT,False,,
6069,train,"brella stand . ' You 're later than usual , aren't you ? '",CORRECT,CORRECT,False,,
6070,train,His mother tidied her grey hair in the hall-mirror,INCORRECT: His→This | CORRECTED: This mother tidied her grey hair in the hall-mirror,INCORRECT,True,His→This,This mother tidied her grey hair in the hall-mirror
6071,train,"and , turning his back to her , contrived to slide the brief-","INCORRECT: slide→steal | CORRECTED: and, turning his back to her, contrived to steal the brief-",INCORRECT,True,slide→steal,"and, turning his back to her, contrived to steal the brief-"
6072,train,for the labels from half a hundredweight of,"INCORRECT: from→born, hundredweight→hundreded weight | CORRECTED: for the labels born half a hundreded weight of",INCORRECT,True,"from→born, hundredweight→hundreded weight",for the labels born half a hundreded weight of
6073,train,"' HELLO , CECIL . HAD a busy day ? ' His mother came into",CORRECT,CORRECT,False,,
6074,train,which served respectively as coat cupboard and um-,CORRECT,CORRECT,False,,
6075,train,"easy on the immersion heater . ' What is it ,","INCORRECT: on→at | CORRECTED: easy at the immersion heater. What is it,",INCORRECT,True,on→at,"easy at the immersion heater. What is it,"
6076,train,"fuss , mother ! I 'm quite well and no more","INCORRECT: fuss→Less | CORRECTED: Less, mother! I'm quite well and no more",INCORRECT,True,fuss→Less,"Less, mother! I'm quite well and no more"
6077,train,"tired than usual , and we finished the gin",CORRECT,CORRECT,False,,
6078,train,asked solicitously . ' You do look tired .,CORRECT,CORRECT,False,,
6079,train,Cecil ? Don't you feel well ? ' his mother,CORRECT,CORRECT,False,,
6080,train,in tax-free champagne whilst he had to go,INCORRECT: had→hood | CORRECTED: in tax-free champagne whilst he hood to go,INCORRECT,True,had→hood,in tax-free champagne whilst he hood to go
6081,train,inequity of Miss Cheesecake well-nigh bathing,INCORRECT: bathing→bothling | CORRECTED: inequity of Miss Cheesecake well-nigh bothling,INCORRECT,True,bathing→bothling,inequity of Miss Cheesecake well-nigh bothling
6082,train,"last week , you know that . '",CORRECT,CORRECT,False,,
6083,train,Go and get yourself a drink . ' ' Don't,"INCORRECT: Don't→Doc't | CORRECTED: Go and get yourself a drink. ""Doc't""",INCORRECT,True,Don't→Doc't,"Go and get yourself a drink. ""Doc't"""
6084,train,Cecil gritted his teeth and glowered at the,CORRECT,CORRECT,False,,
6085,train,Nobody 's tired . Now just you run along,CORRECT,CORRECT,False,,
6086,train,Cecil stepped towards the dining room . ' I 'm,CORRECT,CORRECT,False,,
6087,train,dinner ready . ',INCORRECT: ready→redy | CORRECTED: dinner redy . ',INCORRECT,True,ready→redy,dinner redy . '
6088,train,and I 'm NOT irritable . ' ' Very well then . ' His,INCORRECT: His→this | CORRECTED: and I'm NOT irritable. 'Very well then.' this,INCORRECT,True,His→this,and I'm NOT irritable. 'Very well then.' this
6089,train,upstairs and wash your hands whilst I get,CORRECT,CORRECT,False,,
6090,train,"sure you must be tired , ' his mother insisted .",CORRECT,CORRECT,False,,
6091,train,mother nodded with understanding . ' You 're not tired .,"INCORRECT: tired→fired | CORRECTED: Mother nodded with understanding. ""You're not fired.",INCORRECT,True,tired→fired,"Mother nodded with understanding. ""You're not fired."
6092,train,"' You 're very irritable , anyway . ' ' I 'm NOT tired","INCORRECT: anyway→amyway | CORRECTED: 'You're very irritable, amyway.' 'I'm NOT tired",INCORRECT,True,anyway→amyway,"'You're very irritable, amyway.' 'I'm NOT tired"
6093,train,of a mother who had failed to realise that a son,INCORRECT: mother→mothers | CORRECTED: of a mothers who had failed to realise that a son,INCORRECT,True,mother→mothers,of a mothers who had failed to realise that a son
6094,train,the treads . ' And don't wipe the dirt off on the,CORRECT,CORRECT,False,,
6095,train,"climb the stairs , stamping with unnecessary vigour upon",CORRECT,CORRECT,False,,
6096,train,Cecil wriggled irritably under the misplaced management,CORRECT,CORRECT,False,,
6097,train,towel like you did yesterday .,INCORRECT: towel→to wel | CORRECTED: to wel like you did yesterday.,INCORRECT,True,towel→to wel,to wel like you did yesterday.
6098,train,who is nearly bald is no longer a baby . He started to,CORRECT,CORRECT,False,,
6099,train,against the brass umbrella stand . ' Well now ! ' She hurried,INCORRECT: umbrella→umback | CORRECTED: against the brass umback stand . ' Well now ! ' She hurried,INCORRECT,True,umbrella→umback,against the brass umback stand . ' Well now ! ' She hurried
6100,train,towards it and picked it up .,CORRECT,CORRECT,False,,
6101,train,a tinkle and a thud from beside the coat cupboard . Cecil's,CORRECT,CORRECT,False,,
6102,train,mother turned around in time to see the briefcase collapse,CORRECT,CORRECT,False,,
6103,train,you know how she has a good look round everywhere . ' There was,CORRECT,CORRECT,False,,
6104,train,Your Auntie Edie 's coming in for a cup of tea later and,CORRECT,CORRECT,False,,
6105,train,what it 's all about . ' Cecil halted in,CORRECT,CORRECT,False,,
6106,train,you 'd been extravagant . ',CORRECT,CORRECT,False,,
6107,train,What 's all about ? ' he hissed without,CORRECT,CORRECT,False,,
6108,train,irritable . You thought that I 'd think,CORRECT,CORRECT,False,,
6109,train,briefcase . ' So that 's why you are so,CORRECT,CORRECT,False,,
6110,train,' What have we here ? A new briefcase ! So THAT 'S,INCORRECT: So→to | CORRECTED: What have we here? A new briefcase! To that's,INCORRECT,True,So→to,What have we here? A new briefcase! To that's
6111,train,turning round . She pointed to the,INCORRECT: the→there | CORRECTED: turning round. She pointed to there,INCORRECT,True,the→there,turning round. She pointed to there
6112,train,clenched his fists . ' So that 's what,CORRECT,CORRECT,False,,
6113,train,mid-step near the top of the stairs and,CORRECT,CORRECT,False,,
6114,train,after him . ' Mother knows her boy .,CORRECT,CORRECT,False,,
6115,train,"the stairs and , snatching the case , ran back",CORRECT,CORRECT,False,,
6116,train,Arnold Olner,CORRECT,CORRECT,False,,
6117,train,' But I 'm NOT irritable ! ' He rushed down,CORRECT,CORRECT,False,,
6118,train,upstairs with it . ' And I 've NOT been,CORRECT,CORRECT,False,,
6119,train,"extravagant . ' "" Naughty ! ' she called",CORRECT,CORRECT,False,,
6120,train,after layer of illusion to be peeled off and,INCORRECT: be→se | CORRECTED: after layer of illusion to se peeled off and,INCORRECT,True,be→se,after layer of illusion to se peeled off and
6121,train,"a buyer of property . No , not even an","INCORRECT: an→as, extra leading ""a"" | CORRECTED: buyer of property. No, not even as",INCORRECT,True,"an→as, extra leading ""a""","buyer of property. No, not even as"
6122,train,In spite of all the transferred maternity,INCORRECT: maternity→makernity | CORRECTED: In spite of all the transferred makernity,INCORRECT,True,maternity→makernity,In spite of all the transferred makernity
6123,train,that innocence was colossal . It had layer,INCORRECT: layer→layers | CORRECTED: that innocence was colossal. It had layers,INCORRECT,True,layer→layers,that innocence was colossal. It had layers
6124,train,"infant-in-arms but a new-born babe , a",CORRECT,CORRECT,False,,
6125,train,premature piece of frailty in an oxygen-,CORRECT,CORRECT,False,,
6126,train,tent of utter innocence . The complexity of,"INCORRECT: tent→lent, utter→other | CORRECTED: lent of other innocence. The complexity of",INCORRECT,True,"tent→lent, utter→other",lent of other innocence. The complexity of
6127,train,"she was endowed with by her patients ,",CORRECT,CORRECT,False,,
6128,train,poor Serena was an infant-in-arms as,INCORRECT: Serena→Sesena | CORRECTED: poor Sesena was an infant-in-arms as,INCORRECT,True,Serena→Sesena,poor Sesena was an infant-in-arms as
6129,train,replaced with sad knowledgeability .,CORRECT,CORRECT,False,,
6130,train,holiday while the whole transaction was,CORRECT,CORRECT,False,,
6131,train,"It was a nakedness of nai""vety to be","INCORRECT: nakedness→maledness, naivety→variety | CORRECTED: It was a maledness of variety to be",INCORRECT,True,"nakedness→maledness, naivety→variety",It was a maledness of variety to be
6132,train,"day , choose one , make an offer , put it in",CORRECT,CORRECT,False,,
6133,train,put through .,INCORRECT: through→Krough | CORRECTED: put Krough,INCORRECT,True,through→Krough,put Krough
6134,train,of experience . Her first illusion consisted in,CORRECT,CORRECT,False,,
6135,train,clothed leaf by leaf with the disappointment,CORRECT,CORRECT,False,,
6136,train,the belief that all she need do was to go to,CORRECT,CORRECT,False,,
6137,train,"an agent , visit half a dozen houses in one",CORRECT,CORRECT,False,,
6138,train,the hands of a lawyer and go away on her,"INCORRECT: hands→lands, away→stay | CORRECTED: the lands of a lawyer and go stay on her",INCORRECT,True,"hands→lands, away→stay",the lands of a lawyer and go stay on her
6139,train,"on a small pink terraced cottage , two beds ,",CORRECT,CORRECT,False,,
6140,train,first thing she did was to make an offer,CORRECT,CORRECT,False,,
6141,train,"two inter-comm. rec. , mod. k. and b. , sep. W.C.","INCORRECT: mod→mood, sep→step | CORRECTED: two inter-comm. rec., mood. k. and b., step., W.C.",INCORRECT,True,"mod→mood, sep→step","two inter-comm. rec., mood. k. and b., step., W.C."
6142,train,"Fortunately , however , the fashion for Victorian",CORRECT,CORRECT,False,,
6143,train,at last and therefore saved the situation for,CORRECT,CORRECT,False,,
6144,train,"the affluent middle-class , who now had plenty",CORRECT,CORRECT,False,,
6145,train,architecture which Mr. John Betjeman had,CORRECT,CORRECT,False,,
6146,train,"Serena discovered , and more , but in stages . For the","INCORRECT: ""the→fine"" | CORRECTED: ""Serena discovered, and more, but in stages. For fine""",INCORRECT,True,"""the→fine""","""Serena discovered, and more, but in stages. For fine"""
6147,train,of lovely-ugly to be coldly elegant in . All this,"INCORRECT: in→no, this→sexist | CORRECTED: of lovely-ugly to be coldly elegant no. All sexist",INCORRECT,True,"in→no, this→sexist",of lovely-ugly to be coldly elegant no. All sexist
6148,train,started several decades before had caught on,CORRECT,CORRECT,False,,
6149,train,"small back yard , newly dec. , near shops and tube",CORRECT,CORRECT,False,,
6150,train,red pounds . The lawyer said :,CORRECT,CORRECT,False,,
6151,train,seemed to her the princely sum of six hund-,CORRECT,CORRECT,False,,
6152,train,she could not afford to buy a house at all .,CORRECT,CORRECT,False,,
6153,train,to save the ten percent needed . Or so she,CORRECT,CORRECT,False,,
6154,train,And this in spite of having at last managed,CORRECT,CORRECT,False,,
6155,train,The next thing that Serena discovered was that,INCORRECT: Serena→Selena | CORRECTED: The next thing that Selena discovered was that,INCORRECT,True,Serena→Selena,The next thing that Selena discovered was that
6156,train,"thought , being then in possession of what",CORRECT,CORRECT,False,,
6157,train,""" Of course you must count about two hundred",CORRECT,CORRECT,False,,
6158,train,tered . I take it you have a mortgage lined,CORRECT,CORRECT,False,,
6159,train,"then ? """,CORRECT,CORRECT,False,,
6160,train,"maybe less , depending on the price of the",CORRECT,CORRECT,False,,
6161,train,"up , then , Mrs. - er - Buttery ? "" "" Not yet ,",CORRECT,CORRECT,False,,
6162,train,"sure . "" "" Er , yes . You have some securities ,","INCORRECT: yes→yrs | CORRECTED: ""sure . "" "" Er , yrs . You have some securities ,""",INCORRECT,True,yes→yrs,"""sure . "" "" Er , yrs . You have some securities ,"""
6163,train,"for legal charges and stamp duties ,",CORRECT,CORRECT,False,,
6164,train,"house , and whether it has been regis-",CORRECT,CORRECT,False,,
6165,train,"but the bank would give me a loan , I 'm","INCORRECT: I'm→Huh | CORRECTED: but the bank would give me a loan, Huh",INCORRECT,True,I'm→Huh,"but the bank would give me a loan, Huh"
6166,train,and yellow sleepy dust in the corners of his pale,INCORRECT: yellow→yellows | CORRECTED: and yellows sleepy dust in the corners of his pale,INCORRECT,True,yellow→yellows,and yellows sleepy dust in the corners of his pale
6167,train,with the finger-nail of the opposite hand .,CORRECT,CORRECT,False,,
6168,train,tried to make up for it by constantly paring them,INCORRECT: them→these | CORRECTED: tried to make up for it by constantly paring these,INCORRECT,True,them→these,tried to make up for it by constantly paring these
6169,train,"suit , cigarette ash down the front , an ashen face","INCORRECT: suit→skirt | CORRECTED: skirt, cigarette ash down the front, an ashen face",INCORRECT,True,suit→skirt,"skirt, cigarette ash down the front, an ashen face"
6170,train,"His aspect was as dusty as his office , with scurf","INCORRECT: scurf→scarf | CORRECTED: His aspect was as dusty as his office, with scarf",INCORRECT,True,scurf→scarf,"His aspect was as dusty as his office, with scarf"
6171,train,"grey eyes . His finger-nails were dirty , though he","INCORRECT: he→beg | CORRECTED: grey eyes . His finger-nails were dirty , though beg",INCORRECT,True,he→beg,"grey eyes . His finger-nails were dirty , though beg"
6172,train,from dusty hair on the dusty shoulders of his black,CORRECT,CORRECT,False,,
6173,train,"they 're not - money-lenders ? "" "" Mrs. - er - Buttery ,",CORRECT,CORRECT,False,,
6174,train,"dazzled and gave a long raucous cough . "" Only","INCORRECT: ""dazzled→chazzled, missing Andy"" | CORRECTED: ""chazzled and gave a long raucous cough Andy""",INCORRECT,True,"""dazzled→chazzled, missing Andy""","""chazzled and gave a long raucous cough Andy"""
6175,train,"cigarettes worth smoking , these . Most unhealthy , English",CORRECT,CORRECT,False,,
6176,train,"this property ... . "" "" But , they 're safe , are they ? I mean ,",CORRECT,CORRECT,False,,
6177,train,""" Yes , well ... . "" He judged that she had been sufficiently",CORRECT,CORRECT,False,,
6178,train,all mortgage companies are money-lenders .,CORRECT,CORRECT,False,,
6179,train,"some people who might , I say might , let you have a mortgage on","INCORRECT: extra ""I say might"" inserted after the first ""might"" | CORRECTED: some people who might let you have a mortgage on",INCORRECT,True,"extra ""I say might"" inserted after the first ""might""",some people who might let you have a mortgage on
6180,train,"ones . Well , now , let me see . I think I can put you onto",CORRECT,CORRECT,False,,
6181,train,them . The little man from the Inter-Insular,CORRECT,CORRECT,False,,
6182,train,"Buttery . I think , however , that you might have",CORRECT,CORRECT,False,,
6183,train,"property you intend to purchase . "" She revised",INCORRECT: She→the | CORRECTED: property you intend to purchase the revised,INCORRECT,True,She→the,property you intend to purchase the revised
6184,train,saw to that .,CORRECT,CORRECT,False,,
6185,train,( British Archipelago ) Insurance Company soon,CORRECT,CORRECT,False,,
6186,train,""" I know what you mean . You may trust me , Mrs.","INCORRECT: me→like | CORRECTED: ""I know what you mean. You may trust like, Mrs.""",INCORRECT,True,me→like,"""I know what you mean. You may trust like, Mrs."""
6187,train,"That 's rather the point , isn't it ? "" "" No , but I mean - """,CORRECT,CORRECT,False,,
6188,train,to revise your ideas about - er - the type of,INCORRECT: revise→rewise | CORRECTED: to rewise your ideas about - er - the type of,INCORRECT,True,revise→rewise,to rewise your ideas about - er - the type of
6189,train,""" you must be living in the nineteenth century . """,CORRECT,CORRECT,False,,
6190,train,"reasons , or you might leave him . "" "" But how",CORRECT,CORRECT,False,,
6191,train,"or building societies , for that matter , will",CORRECT,CORRECT,False,,
6192,train,""" Oh , but it 's a very general rule , Mrs. Buttery ,","INCORRECT: Oh→who | CORRECTED: ""who, but it's a very general rule, Mrs. Buttery,""",INCORRECT,True,Oh→who,"""who, but it's a very general rule, Mrs. Buttery,"""
6193,train,"might stop work to have - well , for all sorts of",CORRECT,CORRECT,False,,
6194,train,"at all . It 's a rule of I.I.I. You see , you",CORRECT,CORRECT,False,,
6195,train,"you 'll find that no insurance companies ,",CORRECT,CORRECT,False,,
6196,train,"utterly extraordinary , "" said Serena angrily ,",CORRECT,CORRECT,False,,
6197,train,allow for the wife's earnings .,CORRECT,CORRECT,False,,
6198,train,I 'm afraid we can't take yours into account,CORRECT,CORRECT,False,,
6199,train,"difficult with self-employed persons , carry two .","INCORRECT: two→tax | CORRECTED: difficult with self-employed persons, carry tax",INCORRECT,True,two→tax,"difficult with self-employed persons, carry tax"
6200,train,"that would come to ... three , carry seven , six","INCORRECT: that→Head | CORRECTED: Head would come to ... three, carry seven, six",INCORRECT,True,that→Head,"Head would come to ... three, carry seven, six"
6201,train,""" Clacton's . "" "" Well , I 'm damned . "" "" Now , let me see ,","INCORRECT: ""Now→Non"" | CORRECTED: """" Clacton's . "" "" Well , I 'm damned . "" "" Non , let me see ,""",INCORRECT,True,"""Now→Non""",""""" Clacton's . "" "" Well , I 'm damned . "" "" Non , let me see ,"""
6202,train,"you say your husband earns about ... yes ,",CORRECT,CORRECT,False,,
6203,train,nines are fifty four - of course we 'd have to,CORRECT,CORRECT,False,,
6204,train,"Our lawyers - "" "" Who are your lawyers ? ""","INCORRECT: your→you | CORRECTED: ""Our lawyers - "" ""Who are you lawyers?""""",INCORRECT,True,your→you,"""Our lawyers - "" ""Who are you lawyers?"""""
6205,train,"have some sort of proof , you know , it 's very",CORRECT,CORRECT,False,,
6206,train,Yes . I 'm afraid we couldn't raise this loan to more,CORRECT,CORRECT,False,,
6207,train,"before the green belt , lovely and modern , you know .","INCORRECT: belt→bett | CORRECTED: before the green bett, lovely and modern, you know.",INCORRECT,True,belt→bett,"before the green bett, lovely and modern, you know."
6208,train,"Grimstead for three thousand , that 's where I live , just","INCORRECT: Grimstead→Trimstead, where→were | CORRECTED: Trimstead for three thousand, that's were I live, just",INCORRECT,True,"Grimstead→Trimstead, where→were","Trimstead for three thousand, that's were I live, just"
6209,train,"house built earlier than 1918 . """,CORRECT,CORRECT,False,,
6210,train,could get quite a nice little semi-detached house in,CORRECT,CORRECT,False,,
6211,train,"I forgot to tell you , we don't usually lend any","INCORRECT: any→amy | CORRECTED: I forgot to tell you, we don't usually lend amy",INCORRECT,True,any→amy,"I forgot to tell you, we don't usually lend amy"
6212,train,than three thousand three fifty at the most . Now you,CORRECT,CORRECT,False,,
6213,train,"and some in West Hampstead for four two fifty ,",CORRECT,CORRECT,False,,
6214,train,"had gone , "" we can get three thousand three fifty ,",CORRECT,CORRECT,False,,
6215,train,a bit . I 'm sure you could raise the rest from,INCORRECT: sure→scene | CORRECTED: a bit. I'm scene you could raise the rest from,INCORRECT,True,sure→scene,a bit. I'm scene you could raise the rest from
6216,train,and write them later . I 've got a bit owing too .,INCORRECT: them→their | CORRECTED: and write their later. I've got a bit owing too.,INCORRECT,True,them→their,and write their later. I've got a bit owing too.
6217,train,perhaps a little more if we can cheat your earnings,CORRECT,CORRECT,False,,
6218,train,"Now , I saw some flats in Hendon for four thou ,",CORRECT,CORRECT,False,,
6219,train,""" You see , "" she propounded to Rupert after her last patient","INCORRECT: after→affles | CORRECTED: You see, she propounded to Rupert affles her last patient",INCORRECT,True,after→affles,"You see, she propounded to Rupert affles her last patient"
6220,train,our own bathroom .,INCORRECT: our→oes | CORRECTED: oes own bathroom.,INCORRECT,True,our→oes,oes own bathroom.
6221,train,"one of your publishers , get two books commissioned","INCORRECT: your→yours | CORRECTED: one of yours publishers, get two books commissioned",INCORRECT,True,your→yours,"one of yours publishers, get two books commissioned"
6222,train,"two beds , two reception , k. and b. , just think ,","INCORRECT: just→guest | CORRECTED: two beds , two reception , k. and b. , guest think ,",INCORRECT,True,just→guest,"two beds , two reception , k. and b. , guest think ,"
6223,train,"Much more spacious than that poky little cottage ,",CORRECT,CORRECT,False,,
6224,train,reception room was too small when divided,CORRECT,CORRECT,False,,
6225,train,and too big when not .,INCORRECT: and→what | CORRECTED: what too big when not .,INCORRECT,True,and→what,what too big when not .
6226,train,"which wasn't a bit practical really , the",CORRECT,CORRECT,False,,
6227,train,"Vence is a sober spot , half way between small","INCORRECT: sober→sob or | CORRECTED: Vence is a sob or spot, half way between Small",INCORRECT,True,sober→sob or,"Vence is a sob or spot, half way between Small"
6228,train,tree-heavy square you can sit in the autumn,CORRECT,CORRECT,False,,
6229,train,sip pastis and read the local newspapers .,CORRECT,CORRECT,False,,
6230,train,"sunshine , still burning like a half-cooled iron ,",CORRECT,CORRECT,False,,
6231,train,"town and village , pigeon grey , sly with arches , and",CORRECT,CORRECT,False,,
6232,train,linked by a whispering plot of fountains . In the main,CORRECT,CORRECT,False,,
6233,train,had firmly closed the door in our noses .,CORRECT,CORRECT,False,,
6234,train,"hunting for furnished rooms , and had given up , when an",CORRECT,CORRECT,False,,
6235,train,is a smart but modest bar called Pierre's Bar . For one,INCORRECT: one→ones | CORRECTED: is a smart but modest bar called Pierre's Bar. For ones,INCORRECT,True,one→ones,is a smart but modest bar called Pierre's Bar. For ones
6236,train,"elderly lady , the owner of a residence called the Poet's Nest ,","INCORRECT: inserted extra ""a"" before residence | CORRECTED: elderly lady, the owner of residence called the Poet's Nest,",INCORRECT,True,"inserted extra ""a"" before residence","elderly lady, the owner of residence called the Poet's Nest,"
6237,train,of our arrival it was throwing huge over-ripe verbal,INCORRECT: verbal→vegetables | CORRECTED: of our arrival it was throwing huge over-ripe vegetables,INCORRECT,True,verbal→vegetables,of our arrival it was throwing huge over-ripe vegetables
6238,train,tomatoes at General de Gaulle . One side of this square,INCORRECT: this→that | CORRECTED: tomatoes at General de Gaulle . One side of that square,INCORRECT,True,this→that,tomatoes at General de Gaulle . One side of that square
6239,train,"day , with the help of the Syndicat d'Initiative , we had been","INCORRECT: day→they | CORRECTED: they, with the help of the Syndicat d'Initiative, we had been",INCORRECT,True,day→they,"they, with the help of the Syndicat d'Initiative, we had been"
6240,train,"One called La Patriote is Communist , and at the time","INCORRECT: La→to, is→B, at the time→attached home | CORRECTED: One called to Patriote B Communist, and attached home",INCORRECT,True,"La→to, is→B, at the time→attached home","One called to Patriote B Communist, and attached home"
6241,train,she decided Pierre would solve our problems . This,CORRECT,CORRECT,False,,
6242,train,"yellow as lemon peel , wrestling with some gnawing rat",CORRECT,CORRECT,False,,
6243,train,"a good address . ' Now , after a woman's radar look ,","INCORRECT: ""radar→rather, look→hood"" | CORRECTED: ""a good address. Now, after a woman's rather hood,""",INCORRECT,True,"""radar→rather, look→hood""","""a good address. Now, after a woman's rather hood,"""
6244,train,accumulation of money .,CORRECT,CORRECT,False,,
6245,train,"was true , Pierre was a true Provenc*?6al , thin and","INCORRECT: was true→true, Provenc*?6al→Provenc*? Gal, thin and→thin and was | CORRECTED: true, Pierre was a true Provenc*? Gal, thin and was",INCORRECT,True,"was true→true, Provenc*?6al→Provenc*? Gal, thin and→thin and was","true, Pierre was a true Provenc*? Gal, thin and was"
6246,train,"of an illness , man of all trades , married to a commanding",CORRECT,CORRECT,False,,
6247,train,lady who loved small talk and the discreet,CORRECT,CORRECT,False,,
6248,train,"' It is a pity , ' said Mart , ' because it would have been","INCORRECT: it→If | CORRECTED: ""'It is a pity,' said Mart, 'because If would have been""",INCORRECT,True,it→If,"""'It is a pity,' said Mart, 'because If would have been"""
6249,train,"month . ' Yes , ' we said immediately , even before viewing .",CORRECT,CORRECT,False,,
6250,train,"elderly , well-off , artistic , who , you felt , had made a hard",CORRECT,CORRECT,False,,
6251,train,"We went in . There were a few people in the bar ,",CORRECT,CORRECT,False,,
6252,train,"Pierre , ' and all mod cons . ' The price was 16,000 francs a",CORRECT,CORRECT,False,,
6253,train,"bargain for giving up . ' I have furnished rooms , ' said",CORRECT,CORRECT,False,,
6254,train,We were shown around by Pierre .,CORRECT,CORRECT,False,,
6255,train,We were woken up twice about dawn by a soft,CORRECT,CORRECT,False,,
6256,train,first night's sleeping was like a long convalescence .,CORRECT,CORRECT,False,,
6257,train,The flat was on the third floor ; two rooms ; soft Provenc*?,"INCORRECT: soft→south, Provenc→Provence | CORRECTED: The flat was on the third floor; two rooms; south Provence.",INCORRECT,True,"soft→south, Provenc→Provence",The flat was on the third floor; two rooms; south Provence.
6258,train,6al view ; good intimate furnishing and colour ; running,"INCORRECT: 6al→bal, intimate→in climate | CORRECTED: bal view; good in climate furnishing and colour; running",INCORRECT,True,"6al→bal, intimate→in climate",bal view; good in climate furnishing and colour; running
6259,train,"hot water from Butagas installation for washing-up ,",INCORRECT: Butagas→Bottlegas | CORRECTED: hot water from Bottlegas installation for washing-up,INCORRECT,True,Butagas→Bottlegas,hot water from Bottlegas installation for washing-up
6260,train,eruption of turtle-doves .,CORRECT,CORRECT,False,,
6261,train,"basin and bidet ; own private , modern lavatory . The",CORRECT,CORRECT,False,,
6262,train,shame .,CORRECT,CORRECT,False,,
6263,train,curling white breath of the mountains . The land looked,CORRECT,CORRECT,False,,
6264,train,' turtledove ' . Pierre Turtledove . When we woke up properly it,CORRECT,CORRECT,False,,
6265,train,looked out of the windows at the weeping trees and the,CORRECT,CORRECT,False,,
6266,train,"This was strange , even magic , because the owner's",CORRECT,CORRECT,False,,
6267,train,"name was Pierre Tortorolo which , in Nicoison Italian means","INCORRECT: ""Tortorolo→Tortoble"" | CORRECTED: ""name was Pierre Tortoble which, in Nicoison Italian means""",INCORRECT,True,"""Tortorolo→Tortoble""","""name was Pierre Tortoble which, in Nicoison Italian means"""
6268,train,like a beaten woman and the turtle-doves cried her,CORRECT,CORRECT,False,,
6269,train,"was raining , an even more hopeless rain than London , and we","INCORRECT: an→I am | CORRECTED: was raining, I am even more hopeless rain than London, and we",INCORRECT,True,an→I am,"was raining, I am even more hopeless rain than London, and we"
6270,train,We had a morning at Pierre's . He talked about people .,CORRECT,CORRECT,False,,
6271,train,"immolated on a nearby roof top , the other pair copulating .",CORRECT,CORRECT,False,,
6272,train,The Lover of Lady Chatterly .,INCORRECT: Lady→Andy | CORRECTED: The Lover of Andy Chatterly,INCORRECT,True,Lady→Andy,The Lover of Andy Chatterly
6273,train,"Four of them were flattened on the window sills , two",CORRECT,CORRECT,False,,
6274,train,"four years . During this period he wrote a book ,","INCORRECT: book→death | CORRECTED: four years . During this period he wrote a death ,",INCORRECT,True,book→death,"four years . During this period he wrote a death ,"
6275,train,"There they were , in fact , below us , eight of them .",CORRECT,CORRECT,False,,
6276,train,Marc Chagall used to live here and an Englishman named,INCORRECT: an→am | CORRECTED: Marc Chagall used to live here and am Englishman named,INCORRECT,True,an→am,Marc Chagall used to live here and am Englishman named
6277,train,"Lawrence . He was here , near the railway station , three or",CORRECT,CORRECT,False,,
6278,train,sat in the square reading the Patriote .,CORRECT,CORRECT,False,,
6279,train,sun came out ; Mart went shopping ; I,CORRECT,CORRECT,False,,
6280,train,"him , he was one of the crowd . The",CORRECT,CORRECT,False,,
6281,train,reading . Lawrence died in this very place .,INCORRECT: reading→leading | CORRECTED: leading. Lawrence died in this very place.,INCORRECT,True,reading→leading,leading. Lawrence died in this very place.
6282,train,"No , he hadn't read it ; Madame did all the",CORRECT,CORRECT,False,,
6283,train,"again . No , he couldn't really remember",CORRECT,CORRECT,False,,
6284,train,He used to come to Pierre's Bar again and,CORRECT,CORRECT,False,,
6285,train,There was a front-page rear-attack on de,CORRECT,CORRECT,False,,
6286,train,"ingenious , but mad film director of the",CORRECT,CORRECT,False,,
6287,train,Raphael . All the murders were well documented,CORRECT,CORRECT,False,,
6288,train,Thirties .,CORRECT,CORRECT,False,,
