wrong,correct,count,type,wrong_repr,correct_repr
the,Hu,1,replace_3:2,'the','Hu'
ur,ha,1,replace_2:2,'ur','ha'
M,sm,1,split_1:n,'M','sm'
,"ever""",1,insert_0:n,'',"'ever""'"
we,su,1,replace_2:2,'we','su'
o,eed,1,split_1:n,'o','eed'
, its off,1,insert_0:n,'',' its off'
o .,day,1,replace_3:3,'o .','day'
, that,1,insert_0:n,'',' that'
l ,s,1,merge_n:1,'l ','s'
w,stly,1,split_1:n,'w','stly'
If,F,1,merge_n:1,'If','F'
e,ird,1,split_1:n,'e','ird'
until,morfydd,1,replace_5:7,'until','morfydd'
,sed,1,insert_0:n,'','sed'
"l . """,m,1,merge_n:1,"'l . ""'",'m'
,me,1,insert_0:n,'','me'
,vou,1,insert_0:n,'','vou'
 more,,1,delete_n:0,' more',''
u,ess,1,split_1:n,'u','ess'
ery,ag,1,replace_3:2,'ery','ag'
on,er,1,replace_2:2,'on','er'
wa,i,1,merge_n:1,'wa','i'
 ,ses,1,split_1:n,' ','ses'
u,er,1,split_1:n,'u','er'
r ,n,1,merge_n:1,'r ','n'
bor,sc,1,replace_3:2,'bor','sc'
er,it,1,replace_2:2,'er','it'
an,o,1,merge_n:1,'an','o'
u,is,1,split_1:n,'u','is'
ck,d,1,merge_n:1,'ck','d'
bu,Sis,1,replace_2:3,'bu','Sis'
s,Simply S,1,split_1:n,'s','Simply S'
rw,in,1,replace_2:2,'rw','in'
t,dly,1,split_1:n,'t','dly'
t,od,1,split_1:n,'t','od'
ar,n,1,merge_n:1,'ar','n'
And,What,1,replace_3:4,'And','What'
into ,,1,delete_n:0,'into ',''
, into,1,insert_0:n,'',' into'
,Mo ,1,insert_0:n,'','Mo '
e ,a,1,merge_n:1,'e ','a'
yo,Ya,1,replace_2:2,'yo','Ya'
, things.,1,insert_0:n,'',' things.'
what ,,1,delete_n:0,'what ',''
, what,1,insert_0:n,'',' what'
,"Ardwell,",1,insert_0:n,'',"'Ardwell,'"
Our,"the""",1,replace_3:4,'Our',"'the""'"
o,as,1,split_1:n,'o','as'
h,In,1,split_1:n,'h','In'
hy,ligg,1,replace_2:4,'hy','ligg'
W,th,1,split_1:n,'W','th'
to,back,1,replace_2:4,'to','back'
,it,1,insert_0:n,'','it'
m,ut,1,split_1:n,'m','ut'
,tr,1,insert_0:n,'','tr'
J,T,1,substitute_1:1,'J','T'
""" "" H",W,1,merge_n:1,"'"" "" H'",'W'
no,was,1,replace_2:3,'no','was'
 It ,H,1,merge_n:1,' It ','H'
w,"""s",1,split_1:n,'w',"'""s'"
A,Fi,1,split_1:n,'A','Fi'
j,s,1,substitute_1:1,'j','s'
en,"st""""",1,replace_2:4,'en',"'st""""'"
a,ue,1,split_1:n,'a','ue'
v,nc,1,split_1:n,'v','nc'
',a,1,substitute_1:1,"""'""",'a'
" ? """,y,1,merge_n:1,"' ? ""'",'y'
ck ,d,1,merge_n:1,'ck ','d'
""" W",h,1,merge_n:1,"'"" W'",'h'
've,is,1,replace_3:2,"""'ve""",'is'
n .,ut,1,replace_3:2,'n .','ut'
,Do,1,insert_0:n,'','Do'
. N,wh,1,replace_3:2,'. N','wh'
d,ainers,1,split_1:n,'d','ainers'
ere,at,1,replace_3:2,'ere','at'
,atc,1,insert_0:n,'','atc'
n,"d us""",1,split_1:n,'n',"'d us""'"
,last ,1,insert_0:n,'','last '
p',thi,1,replace_2:3,"""p'""",'thi'
 last,,1,delete_n:0,' last',''
t ,d,1,merge_n:1,'t ','d'
D,H,1,substitute_1:1,'D','H'
,ni,1,insert_0:n,'','ni'
, rest.,1,insert_0:n,'',' rest.'
on,ask,1,replace_2:3,'on','ask'
2,I ,1,split_1:n,'2','I '
2,d,1,substitute_1:1,'2','d'
2,Z,1,substitute_1:1,'2','Z'
2y,Expr,1,replace_2:4,'2y','Expr'
u,ncea,1,split_1:n,'u','ncea'
n,ut,1,split_1:n,'n','ut'
. H,sh,1,replace_3:2,'. H','sh'
,"r""",1,insert_0:n,'',"'r""'"
 Y,b,1,merge_n:1,' Y','b'
u,x,1,substitute_1:1,'u','x'
n,"""m",1,split_1:n,'n',"'""m'"
v,ugu,1,split_1:n,'v','ugu'
, married to the sweetest wife in the world,1,insert_0:n,'',' married to the sweetest wife in the world'
""" "" ",,1,delete_n:0,"'"" "" '",''
at,eir,1,replace_2:3,'at','eir'
,laug,1,insert_0:n,'','laug'
Luk,leav,1,replace_3:4,'Luk','leav'
h,us,1,split_1:n,'h','us'
c,o,1,substitute_1:1,'c','o'
e,"ing""",1,split_1:n,'e',"'ing""'"
I,y,1,substitute_1:1,'I','y'
.,was,1,split_1:n,'.','was'
you,gain,1,replace_3:4,'you','gain'
s,"""S",1,split_1:n,'s',"'""S'"
" """,!!,1,replace_2:2,"' ""'",'!!'
 ? ,.,1,merge_n:1,' ? ','.'
 M,H,1,merge_n:1,' M','H'
riag,n,1,merge_n:1,'riag','n'
,"ss""",1,insert_0:n,'',"'ss""'"
w ,dy,1,replace_2:2,'w ','dy'
k,m,1,substitute_1:1,'k','m'
lf,y ,1,replace_2:2,'lf','y '
h, n,1,split_1:n,'h',' n'
 he,,1,delete_n:0,' he',''
mm,venant ,1,replace_2:7,'mm','venant '
m, provid,1,split_1:n,'m',' provid'
nts ,d,1,merge_n:1,'nts ','d'
h,is,1,split_1:n,'h','is'
u,ing,1,split_1:n,'u','ing'
bu,oa,1,replace_2:2,'bu','oa'
vo,,1,delete_n:0,'vo',''
v,ax,1,split_1:n,'v','ax'
 C ,E,1,merge_n:1,' C ','E'
,"""Me",1,insert_0:n,'',"'""Me'"
Mc,,1,delete_n:0,'Mc',''
B,b,1,substitute_1:1,'B','b'
 G,b,1,merge_n:1,' G','b'
mm,ncurr,1,replace_2:5,'mm','ncurr'
V,N,1,substitute_1:1,'V','N'
success ,,1,delete_n:0,'success ',''
, success,1,insert_0:n,'',' success'
mach,,1,delete_n:0,'mach',''
,clusiv,1,insert_0:n,'','clusiv'
n,use,1,split_1:n,'n','use'
t,rk,1,split_1:n,'t','rk'
c,be,1,split_1:n,'c','be'
m,ev,1,split_1:n,'m','ev'
nd h,ss,1,replace_4:2,'nd h','ss'
,ting,1,insert_0:n,'','ting'
wa,eve,1,replace_2:3,'wa','eve'
si,cl,1,replace_2:2,'si','cl'
n .,u,1,merge_n:1,'n .','u'
C O,So,1,replace_3:2,'C O','So'
im ,en,1,replace_3:2,'im ','en'
, strike,1,insert_0:n,'',' strike'
w,xt,1,split_1:n,'w','xt'
,ut o,1,insert_0:n,'','ut o'
ate,ory,1,replace_3:3,'ate','ory'
,ly ,1,insert_0:n,'','ly '
 w,xc,1,replace_2:2,' w','xc'
t h,ng,1,replace_3:2,'t h','ng'
was,order,1,replace_3:5,'was','order'
ow,and,1,replace_2:3,'ow','and'
,sc,1,insert_0:n,'','sc'
hol,wi,1,replace_3:2,'hol','wi'
nu,ca,1,replace_2:2,'nu','ca'
ma,woun,1,replace_2:4,'ma','woun'
no,bes,1,replace_2:3,'no','bes'
 11-12,d.M.Rc,1,replace_6:6,' 11-12','d.M.Rc'
v,cl,1,split_1:n,'v','cl'
n,x,1,substitute_1:1,'n','x'
unu,immer,1,replace_3:5,'unu','immer'
o,ne,1,split_1:n,'o','ne'
eservo,a,1,merge_n:1,'eservo','a'
r,ning,1,split_1:n,'r','ning'
m,ar,1,split_1:n,'m','ar'
o,se,1,split_1:n,'o','se'
A n,Gr,1,replace_3:2,'A n','Gr'
a, collec,1,split_1:n,'a',' collec'
ural,ed,1,replace_4:2,'ural','ed'
,on claims f,1,insert_0:n,'','on claims f'
chards to,,1,delete_n:0,'chards to',''
est,ard,1,replace_3:3,'est','ard'
w,ch,1,split_1:n,'w','ch'
,rac,1,insert_0:n,'','rac'
an,em,1,replace_2:2,'an','em'
personal ,"""",1,merge_n:1,'personal ',"'""'"
," personal""",1,insert_0:n,'',"' personal""'"
,cts,1,insert_0:n,'','cts'
am,ow,1,replace_2:2,'am','ow'
diamond ,"""",1,merge_n:1,'diamond ',"'""'"
," diamond""",1,insert_0:n,'',"' diamond""'"
oo,ac,1,replace_2:2,'oo','ac'
", "" ",,1,delete_n:0,"', "" '",''
i,p,1,substitute_1:1,'i','p'
n,yu,1,split_1:n,'n','yu'
m,uy,1,split_1:n,'m','uy'
n,ug,1,split_1:n,'n','ug'
a,orin,1,split_1:n,'a','orin'
I,i,1,substitute_1:1,'I','i'
" fear ,",,1,delete_n:0,"' fear ,'",''
e,ca,1,split_1:n,'e','ca'
" "" ,",,1,delete_n:0,"' "" ,'",''
an,woul,1,replace_2:4,'an','woul'
1,d,1,substitute_1:1,'1','d'
". "" Th",ti,1,replace_6:2,"'. "" Th'",'ti'
h ,lu,1,replace_2:2,'h ','lu'
," in the first part of the shualu, we have first ""and in""",1,insert_0:n,'',"' in the first part of the shualu, we have first ""and in""'"
th,"""Hu",1,replace_2:3,'th',"'""Hu'"
1,L,1,substitute_1:1,'1','L'
u,wa,1,split_1:n,'u','wa'
 2 ,Q,1,merge_n:1,' 2 ','Q'
s ,n,1,merge_n:1,'s ','n'
US,CT,1,replace_2:2,'US','CT'
n ,u,1,merge_n:1,'n ','u'
,erc,1,insert_0:n,'','erc'
7 ,4,1,merge_n:1,'7 ','4'
ho,la,1,replace_2:2,'ho','la'
s,and,1,split_1:n,'s','and'
M,W,1,substitute_1:1,'M','W'
s Remez ;,rj,1,replace_9:2,'s Remez ;','rj'
 1 ,ll,1,replace_3:2,' 1 ','ll'
obj,dir,1,replace_3:3,'obj','dir'
 or,as,1,replace_3:2,' or','as'
r,'v,1,split_1:n,'r',"""'v"""
ur,icka,1,replace_2:4,'ur','icka'
, by rather,1,insert_0:n,'',' by rather'
a,ur,1,split_1:n,'a','ur'
ss,m,1,merge_n:1,'ss','m'
u,end,1,split_1:n,'u','end'
br,h,1,merge_n:1,'br','h'
k,ld,1,split_1:n,'k','ld'
ch ,d,1,merge_n:1,'ch ','d'
p,ck,1,split_1:n,'p','ck'
m,usu,1,split_1:n,'m','usu'
,ll,1,insert_0:n,'','ll'
s,un,1,split_1:n,'s','un'
un,avail,1,replace_2:5,'un','avail'
or,and,1,replace_2:3,'or','and'
,advantage,1,insert_0:n,'','advantage'
ituations,,1,delete_n:0,'ituations',''
,ou,1,insert_0:n,'','ou'
ho,,1,delete_n:0,'ho',''
t ,s,1,merge_n:1,'t ','s'
Him ,thru,1,replace_4:4,'Him ','thru'
big ,,1,delete_n:0,'big ',''
d,gl,1,split_1:n,'d','gl'
H,sh,1,split_1:n,'H','sh'
ved b,x,1,merge_n:1,'ved b','x'
,smal,1,insert_0:n,'','smal'
ss,rt,1,replace_2:2,'ss','rt'
m,unc,1,split_1:n,'m','unc'
,rtai,1,insert_0:n,'','rtai'
ions,y,1,merge_n:1,'ions','y'
r,omb,1,split_1:n,'r','omb'
verse,ning,1,replace_5:4,'verse','ning'
th,day,1,replace_2:3,'th','day'
d ,or,1,replace_2:2,'d ','or'
w,o ,1,split_1:n,'w','o '
t,jo,1,split_1:n,'t','jo'
o s,,1,delete_n:0,'o s',''
r,a,1,substitute_1:1,'r','a'
cessa,mo,1,replace_5:2,'cessa','mo'
bus,thriv,1,replace_3:5,'bus','thriv'
ess,g,1,merge_n:1,'ess','g'
d,ce,1,split_1:n,'d','ce'
l,th,1,split_1:n,'l','th'
ss,,1,delete_n:0,'ss',''
dr,ex,1,replace_2:2,'dr','ex'
' h,l,1,merge_n:1,"""' h""",'l'
d,eq,1,split_1:n,'d','eq'
s,ali,1,split_1:n,'s','ali'
wif,mal,1,replace_3:3,'wif','mal'
d,"""M",1,split_1:n,'d',"'""M'"
- bu,,1,delete_n:0,'- bu',''
,"hat""",1,insert_0:n,'',"'hat""'"
ork ,ait,1,replace_4:3,'ork ','ait'
e a b,,1,delete_n:0,'e a b',''
ay,equenc,1,replace_2:6,'ay','equenc'
s,rc,1,split_1:n,'s','rc'
f,ut,1,split_1:n,'f','ut'
well ,,1,delete_n:0,'well ',''
v,m,1,substitute_1:1,'v','m'
all,of,1,replace_3:2,'all','of'
e,qui,1,split_1:n,'e','qui'
gies,y,1,merge_n:1,'gies','y'
mm,ns,1,replace_2:2,'mm','ns'
,we,1,insert_0:n,'','we'
al,ngd,1,replace_2:3,'al','ngd'
 ,'s,1,split_1:n,' ',"""'s"""
ou,ce,1,replace_2:2,'ou','ce'
h ,lt,1,replace_2:2,'h ','lt'
u,ee,1,split_1:n,'u','ee'
own,accuse,1,replace_3:6,'own','accuse'
J,L,1,substitute_1:1,'J','L'
u,trend,1,split_1:n,'u','trend'
h,"""l",1,split_1:n,'h',"'""l'"
rr,av,1,replace_2:2,'rr','av'
nd,gar,1,replace_2:3,'nd','gar'
ur,ent,1,replace_2:3,'ur','ent'
A,Itti,1,split_1:n,'A','Itti'
lia,es,1,replace_3:2,'lia','es'
,west,1,insert_0:n,'','west'
G,Q,1,substitute_1:1,'G','Q'
t ,ay,1,replace_2:2,'t ','ay'
-w,m,1,merge_n:1,'-w','m'
sur,,1,delete_n:0,'sur',''
 ,nce,1,split_1:n,' ','nce'
m,rn,1,split_1:n,'m','rn'
K,stra,1,split_1:n,'K','stra'
oll,d,1,merge_n:1,'oll','d'
t,ric,1,split_1:n,'t','ric'
ee .,k,1,merge_n:1,'ee .','k'
,f o,1,insert_0:n,'','f o'
h,st,1,split_1:n,'h','st'
tch,nd,1,replace_3:2,'tch','nd'
rr,an,1,replace_2:2,'rr','an'
w,memor,1,split_1:n,'w','memor'
nd,al,1,replace_2:2,'nd','al'
w,an,1,split_1:n,'w','an'
ll ,w,1,merge_n:1,'ll ','w'
H,N,1,substitute_1:1,'H','N'
rr,st,1,replace_2:2,'rr','st'
rr,tt,1,replace_2:2,'rr','tt'
s,er,1,split_1:n,'s','er'
,unn,1,insert_0:n,'','unn'
,ng other,1,insert_0:n,'','ng other'
en above,,1,delete_n:0,'en above',''
d,other,1,split_1:n,'d','other'
of,as,1,replace_2:2,'of','as'
" , so-",,1,delete_n:0,"' , so-'",''
d ,s,1,merge_n:1,'d ','s'
, I'm,1,insert_0:n,'',""" I'm"""
, the Thursday evening with blood actually dripping from,1,insert_0:n,'',' the Thursday evening with blood actually dripping from'
"me well meant , s",S,1,merge_n:1,"'me well meant , s'",'S'
,me well me,1,insert_0:n,'','me well me'
,nt Some mischievous including one that,1,insert_0:n,'','nt Some mischievous including one that'
as,ould,1,replace_2:4,'as','ould'
nd,us,1,replace_2:2,'nd','us'
, persons unknown,1,insert_0:n,'',' persons unknown'
h, m,1,split_1:n,'h',' m'
,"led""",1,insert_0:n,'',"'led""'"
ed,ion,1,replace_2:3,'ed','ion'
L,"""th",1,split_1:n,'L',"'""th'"
f, F,1,split_1:n,'f',' F'
y,i,1,substitute_1:1,'y','i'
nd,mail,1,replace_2:4,'nd','mail'
j,"""d",1,split_1:n,'j',"'""d'"
p,q,1,substitute_1:1,'p','q'
sh,Sn,1,replace_2:2,'sh','Sn'
ma,ud,1,replace_2:2,'ma','ud'
g,D,1,substitute_1:1,'g','D'
en,,1,delete_n:0,'en',''
L,J,1,substitute_1:1,'L','J'
le,h,1,merge_n:1,'le','h'
h,jo,1,split_1:n,'h','jo'
ve,on,1,replace_2:2,'ve','on'
It,His,1,replace_2:3,'It','His'
li,O,1,merge_n:1,'li','O'
n or,mbi,1,replace_4:3,'n or','mbi'
,uit,1,insert_0:n,'','uit'
h,tri,1,split_1:n,'h','tri'
g,S,1,substitute_1:1,'g','S'
er,k,1,merge_n:1,'er','k'
h,kn,1,split_1:n,'h','kn'
s,th,1,split_1:n,'s','th'
 .,f,1,merge_n:1,' .','f'
s,a,1,substitute_1:1,'s','a'
,of the ,1,insert_0:n,'','of the '
v,n,1,substitute_1:1,'v','n'
,"ci gypsy? Wait wait no, wait wait! Wait no, wait is it """,1,insert_0:n,'',"'ci gypsy? Wait wait no, wait wait! Wait no, wait is it ""'"
,""" and the 'ci' is actually ""a""? No, no, I'm sure there's a c and an i. Wait wait but let me check again. Oh! Oh wait! No! Wait the word after to is ""a"" no, no, the letters are c i, so yes. So that's the answer. Wait but maybe I'm wrong? Wait no, the image shows ""possibly comparable alone to ci gypsy",1,insert_0:n,'',"'"" and the \'ci\' is actually ""a""? No, no, I\'m sure there\'s a c and an i. Wait wait but let me check again. Oh! Oh wait! No! Wait the word after to is ""a"" no, no, the letters are c i, so yes. So that\'s the answer. Wait but maybe I\'m wrong? Wait no, the image shows ""possibly comparable alone to ci gypsy'"
r, i,1,split_1:n,'r',' i'
ou,ea,1,replace_2:2,'ou','ea'
" ,",ing,1,replace_2:3,"' ,'",'ing'
,si,1,insert_0:n,'','si'
b,od,1,split_1:n,'b','od'
,in France as is tea drinking among ourselves and ,1,insert_0:n,'','in France as is tea drinking among ourselves and '
,"intellectual""",1,insert_0:n,'',"'intellectual""'"
#,greatly,1,split_1:n,'#','greatly'
tur,ha,1,replace_3:2,'tur','ha'
& v,r,1,merge_n:1,'& v','r'
on,&,1,merge_n:1,'on','&'
wh,s,1,merge_n:1,'wh','s'
,stewe,1,insert_0:n,'','stewe'
inner,,1,delete_n:0,'inner',''
in,um,1,replace_2:2,'in','um'
f,P,1,substitute_1:1,'f','P'
T,S,1,substitute_1:1,'T','S'
, who,1,insert_0:n,'',' who'
,volved the dreary method of mining operations in,1,insert_0:n,'','volved the dreary method of mining operations in'
the,a,1,merge_n:1,'the','a'
s,x,1,substitute_1:1,'s','x'
m,cuir,1,split_1:n,'m','cuir'
il,ss,1,replace_2:2,'il','ss'
nce,u,1,merge_n:1,'nce','u'
,tack,1,insert_0:n,'','tack'
r,cec,1,split_1:n,'r','cec'
ab,er,1,replace_2:2,'ab','er'
x,n,1,substitute_1:1,'x','n'
t,chis,1,split_1:n,'t','chis'
e,t,1,substitute_1:1,'e','t'
,mo,1,insert_0:n,'','mo'
y,age,1,split_1:n,'y','age'
ut,ad,1,replace_2:2,'ut','ad'
thi,Here',1,replace_3:5,'thi',"""Here'"""
f,L,1,substitute_1:1,'f','L'
,pi,1,insert_0:n,'','pi'
r,it,1,split_1:n,'r','it'
r,t ,1,split_1:n,'r','t '
2,3,1,substitute_1:1,'2','3'
c,ren,1,split_1:n,'c','ren'
rst,nancial,1,replace_3:7,'rst','nancial'
o,we,1,split_1:n,'o','we'
 see,,1,delete_n:0,' see',''
- ,t,1,merge_n:1,'- ','t'
 o,a,1,merge_n:1,' o','a'
 and,,1,delete_n:0,' and',''
at,ev,1,replace_2:2,'at','ev'
,ai,1,insert_0:n,'','ai'
gh,f,1,merge_n:1,'gh','f'
s,b,1,substitute_1:1,'s','b'
, were sold at 32 pieces for one shilling.,1,insert_0:n,'',' were sold at 32 pieces for one shilling.'
K,w,1,substitute_1:1,'K','w'
v,,1,delete_n:0,'v',''
",",to,1,split_1:n,"','",'to'
, singy,1,insert_0:n,'',' singy'
sing t,T,1,merge_n:1,'sing t','T'
,by ,1,insert_0:n,'','by '
wh,t,1,merge_n:1,'wh','t'
ha,be locke,1,replace_2:8,'ha','be locke'
the,up,1,replace_3:2,'the','up'
be,to,1,replace_2:2,'be','to'
members ,,1,delete_n:0,'members ',''
wo,Ma,1,replace_2:2,'wo','Ma'
k ,ch,1,replace_2:2,'k ','ch'
k,E,1,substitute_1:1,'k','E'
wn,ugh,1,replace_2:3,'wn','ugh'
,f may Mos,1,insert_0:n,'','f may Mos'
was not n,c,1,merge_n:1,'was not n','c'
vis,wa,1,replace_3:2,'vis','wa'
, incumbency,1,insert_0:n,'',' incumbency'
 that,,1,delete_n:0,' that',''
me,nk,1,replace_2:2,'me','nk'
L,S,1,substitute_1:1,'L','S'
hi,lu,1,replace_2:2,'hi','lu'
low ,iday,1,replace_4:4,'low ','iday'
St,N,1,merge_n:1,'St','N'
st,N,1,merge_n:1,'st','N'
st,n,1,merge_n:1,'st','n'
t,ll,1,split_1:n,'t','ll'
huff,,1,delete_n:0,'huff',''
",",file,1,split_1:n,"','",'file'
on,a,1,merge_n:1,'on','a'
ts,b,1,merge_n:1,'ts','b'
iss,umm,1,replace_3:3,'iss','umm'
Thi,Plu,1,replace_3:3,'Thi','Plu'
our,Odin,1,replace_3:4,'our','Odin'
al, to,1,replace_2:3,'al',' to'
mpt,bab,1,replace_3:3,'mpt','bab'
mo,ha,1,replace_2:2,'mo','ha'
n,M,1,substitute_1:1,'n','M'
,"g""",1,insert_0:n,'',"'g""'"
was c,C,1,merge_n:1,'was c','C'
nd,lways,1,replace_2:5,'nd','lways'
tio,ha,1,replace_3:2,'tio','ha'
" ,",ly,1,replace_2:2,"' ,'",'ly'
on,w,1,merge_n:1,'on','w'
el,d,1,merge_n:1,'el','d'
n,tur,1,split_1:n,'n','tur'
l,f,1,substitute_1:1,'l','f'
bu,hi,1,replace_2:2,'bu','hi'
un ,eers,1,replace_3:4,'un ','eers'
Bo,Se,1,replace_2:2,'Bo','Se'
,text ,1,insert_0:n,'','text '
,disc,1,insert_0:n,'','disc'
4mic,of p,1,replace_4:4,'4mic','of p'
deb,vincial,1,replace_3:7,'deb','vincial'
u,elici,1,split_1:n,'u','elici'
L,Ch,1,split_1:n,'L','Ch'
b,voc,1,split_1:n,'b','voc'
u,ir,1,split_1:n,'u','ir'
g,q,1,substitute_1:1,'g','q'
,Li,1,insert_0:n,'','Li'
if,l,1,merge_n:1,'if','l'
i,re,1,split_1:n,'i','re'
M,m,1,substitute_1:1,'M','m'
k,r,1,substitute_1:1,'k','r'
a,eve,1,split_1:n,'a','eve'
,lif,1,insert_0:n,'','lif'
v,l,1,substitute_1:1,'v','l'
r,ss,1,split_1:n,'r','ss'
 to pay,,1,delete_n:0,' to pay',''
M,Y,1,substitute_1:1,'M','Y'
,en,1,insert_0:n,'','en'
u,g,1,substitute_1:1,'u','g'
i,. A,1,split_1:n,'i','. A'
or,a,1,merge_n:1,'or','a'
,venian,1,insert_0:n,'','venian'
iv,,1,delete_n:0,'iv',''
r,is,1,split_1:n,'r','is'
,rol,1,insert_0:n,'','rol'
had,Orrock,1,replace_3:6,'had','Orrock'
,ssa,1,insert_0:n,'','ssa'
was,I'm,1,replace_3:3,'was',"""I'm"""
D,st,1,split_1:n,'D','st'
i,y,1,substitute_1:1,'i','y'
w,o,1,substitute_1:1,'w','o'
opl,tt,1,replace_3:2,'opl','tt'
, things,1,insert_0:n,'',' things'
 Y,y,1,merge_n:1,' Y','y'
t 's,"f""""",1,replace_4:3,"""t 's""","'f""""'"
If,H,1,merge_n:1,'If','H'
sound,remark,1,replace_5:6,'sound','remark'
c,"""C",1,split_1:n,'c',"'""C'"
ai ,ec,1,replace_3:2,'ai ','ec'
Al,F,1,merge_n:1,'Al','F'
w,i,1,substitute_1:1,'w','i'
ll, M,1,replace_2:2,'ll',' M'
l,i,1,substitute_1:1,'l','i'
,Lil,1,insert_0:n,'','Lil'
ttl,,1,delete_n:0,'ttl',''
v,nk,1,split_1:n,'v','nk'
su,ce,1,replace_2:2,'su','ce'
n,pr,1,split_1:n,'n','pr'
b,ko,1,split_1:n,'b','ko'
m,nner,1,split_1:n,'m','nner'
al,"""",1,merge_n:1,'al',"'""'"
e,or,1,split_1:n,'e','or'
dwa,cke,1,replace_3:3,'dwa','cke'
,ig,1,insert_0:n,'','ig'
for,la,1,replace_3:2,'for','la'
b,tl,1,split_1:n,'b','tl'
,ru,1,insert_0:n,'','ru'
ot,ed,1,replace_2:2,'ot','ed'
,ughi,1,insert_0:n,'','ughi'
rwl ,,1,delete_n:0,'rwl ',''
ew,aint,1,replace_2:4,'ew','aint'
A,thi,1,split_1:n,'A','thi'
o,ivi,1,split_1:n,'o','ivi'
,"ed""",1,insert_0:n,'',"'ed""'"
s,der,1,split_1:n,'s','der'
ket,s,1,merge_n:1,'ket','s'
,fold,1,insert_0:n,'','fold'
,mi,1,insert_0:n,'','mi'
os,,1,delete_n:0,'os',''
ce, a,1,replace_2:2,'ce',' a'
k ,le,1,replace_2:2,'k ','le'
y,Y,1,substitute_1:1,'y','Y'
4w,cas,1,replace_2:3,'4w','cas'
m,hu,1,split_1:n,'m','hu'
h,t,1,substitute_1:1,'h','t'
, in life,1,insert_0:n,'',' in life'
H,Fl,1,split_1:n,'H','Fl'
d,b,1,substitute_1:1,'d','b'
r,N,1,substitute_1:1,'r','N'
w,as,1,split_1:n,'w','as'
gh,ql,1,replace_2:2,'gh','ql'
c,y,1,substitute_1:1,'c','y'
st,rd,1,replace_2:2,'st','rd'
quit,S,1,merge_n:1,'quit','S'
,em'd,1,insert_0:n,'',"""em'd"""
. O,si,1,replace_3:2,'. O','si'
hi,ru,1,replace_2:2,'hi','ru'
ici,lu,1,replace_3:2,'ici','lu'
en,us,1,replace_2:2,'en','us'
, image,1,insert_0:n,'',' image'
w ,rse,1,replace_2:3,'w ','rse'
us,o,1,merge_n:1,'us','o'
 ,tle,1,split_1:n,' ','tle'
b,sh,1,split_1:n,'b','sh'
wh,smil,1,replace_2:4,'wh','smil'
n,d.,1,split_1:n,'n','d.'
h,kill,1,split_1:n,'h','kill'
 little,,1,delete_n:0,' little',''
a ,g,1,merge_n:1,'a ','g'
, conference in Bruce Benton's office been British,1,insert_0:n,'',""" conference in Bruce Benton's office been British"""
 ; he,"""",1,merge_n:1,' ; he',"'""'"
n,repl,1,split_1:n,'n','repl'
ght ,ed,1,replace_4:2,'ght ','ed'
m,uas,1,split_1:n,'m','uas'
V,W,1,substitute_1:1,'V','W'
,ave,1,insert_0:n,'','ave'
e,ity,1,split_1:n,'e','ity'
d,p,1,substitute_1:1,'d','p'
u .,n,1,merge_n:1,'u .','n'
Hu,the ,1,replace_2:4,'Hu','the '
h,R,1,substitute_1:1,'h','R'
I ,f,1,merge_n:1,'I ','f'
un,om,1,replace_2:2,'un','om'
n,ag,1,split_1:n,'n','ag'
oon,ri,1,replace_3:2,'oon','ri'
m,we,1,split_1:n,'m','we'
,athe,1,insert_0:n,'','athe'
',"""",1,substitute_1:1,"""'""","'""'"
h,J,1,substitute_1:1,'h','J'
he,fo,1,replace_2:2,'he','fo'
,brough,1,insert_0:n,'','brough'
ruth,,1,delete_n:0,'ruth',''
tur,lea,1,replace_3:3,'tur','lea'
me,ll,1,replace_2:2,'me','ll'
,Co,1,insert_0:n,'','Co'
the,Horn,1,replace_3:4,'the','Horn'
h,Sc,1,split_1:n,'h','Sc'
t,rl,1,split_1:n,'t','rl'
bu, Sce,1,replace_2:4,'bu',' Sce'
ha,r,1,merge_n:1,'ha','r'
,ity,1,insert_0:n,'','ity'
, cases,1,insert_0:n,'',' cases'
the,is,1,replace_3:2,'the','is'
th,us,1,replace_2:2,'th','us'
wha,,1,delete_n:0,'wha',''
,o be,1,insert_0:n,'','o be'
n,ss,1,split_1:n,'n','ss'
". "" """,from,1,replace_5:4,"'. "" ""'",'from'
pr,On,1,replace_2:2,'pr','On'
tt, fl,1,replace_2:3,'tt',' fl'
a,"""ce",1,split_1:n,'a',"'""ce'"
k, &,1,split_1:n,'k',' &'
h,S,1,substitute_1:1,'h','S'
m,Meg,1,split_1:n,'m','Meg'
er,im,1,replace_2:2,'er','im'
at ,"""",1,merge_n:1,'at ',"'""'"
no,me,1,replace_2:2,'no','me'
,eing ,1,insert_0:n,'','eing '
ck,ttended,1,replace_2:7,'ck','ttended'
"""",n,1,substitute_1:1,"'""'",'n'
an,cm,1,replace_2:2,'an','cm'
s ,h,1,merge_n:1,'s ','h'
Is,b,1,merge_n:1,'Is','b'
r,us,1,split_1:n,'r','us'
d,D,1,substitute_1:1,'d','D'
d,all,1,split_1:n,'d','all'
way,hour,1,replace_3:4,'way','hour'
ad,,1,delete_n:0,'ad',''
tw,"""Wh",1,replace_2:3,'tw',"'""Wh'"
wl,zt,1,replace_2:2,'wl','zt'
M,Wh,1,split_1:n,'M','Wh'
wh,st,1,replace_2:2,'wh','st'
